medium_id	original	base_compound	base_chebi_id	base_chebi_label	base_chebi_formula	original_elements	chebi_elements	missing_from_chebi	extra_in_chebi
ccap_Walnes_composition	Vitamin H	Vitamin H	CHEBI:15956	biotin	C10H16N2O3S	H	SN		SN
