medium_id	original	mapped	value	concentration	unit	mmol_l	optional	source	base_compound	base_formula	water_molecules	hydrate_formula	base_chebi_id	base_chebi_label	base_chebi_formula	base_molecular_weight	water_molecular_weight	hydrated_molecular_weight	hydration_confidence	hydration_parsing_method	corrected_mmol_l	base_compound_for_mapping	hydration_state
dsmz_388	Biotin	CHEBI:15956						json	Biotin	Biotin	0	Biotin	CHEBI:15956	biotin	C10H16N2O3S	100.0	0.0	100.0	high	no_hydration		Biotin	anhydrous
dsmz_388	Folic acid	CHEBI:27470						json	Folic acid	Folicacid	0	Folicacid	CHEBI:27470	folic acid	C19H19N7O6	100.0	0.0	100.0	high	no_hydration		Folic acid	anhydrous
dsmz_388	Pyridoxine hydrochloride	CHEBI:30961						json	Pyridoxine hydrochloride	Pyridoxinehydrochloride	0	Pyridoxinehydrochloride	CHEBI:30961	pyridoxine hydrochloride	C8H12ClNO3	100.0	0.0	100.0	high	no_hydration		Pyridoxine hydrochloride	anhydrous
dsmz_388	Thiamine HCl	CHEBI:49105						json	Thiamine HCl	ThiamineHCl	0	ThiamineHCl	CHEBI:49105	thiamine hydrochloride	C12H18Cl2N4OS	100.0	0.0	100.0	high	no_hydration		Thiamine HCl	anhydrous
dsmz_388	Nicotinic acid	CHEBI:15940						json	Nicotinic acid	Nicotinicacid	0	Nicotinicacid	CHEBI:15940	nicotinic acid	C6H5NO2	100.0	0.0	100.0	high	no_hydration		Nicotinic acid	anhydrous
dsmz_388	p-Aminobenzoic acid	CHEBI:30753						json	p-Aminobenzoic acid	p-Aminobenzoicacid	0	p-Aminobenzoicacid	CHEBI:30753	4-aminobenzoic acid	C7H7NO2	100.0	0.0	100.0	high	no_hydration		p-Aminobenzoic acid	anhydrous
dsmz_388	(DL)-alpha-Lipoic acid	CHEBI:43796						json	(DL)-alpha-Lipoic acid	(DL)-alpha-Lipoicacid	0	(DL)-alpha-Lipoicacid	CHEBI:43796	alpha-lipoic acid	C8H14O2S2	100.0	0.0	100.0	high	no_hydration		(DL)-alpha-Lipoic acid	anhydrous
dsmz_350	K2HPO4	CHEBI:131527	2.21		g/L			json	K2HPO4	K2HPO4	0	K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate	HK2O4P	100.0	0.0	100.0	high	no_hydration	22.1	K2HPO4	anhydrous
dsmz_350	KH2PO4	CHEBI:63036	1.5		g/L			json	KH2PO4	KH2PO4	0	KH2PO4	CHEBI:63036	potassium dihydrogen phosphate	H2KO4P	136.09	0.0	136.09	high	no_hydration	11.022118	KH2PO4	anhydrous
dsmz_350	MgCl2 6-hydrate	CHEBI:6636	1.3		g/L			json	MgCl2	MgCl2	6	MgCl2.6H2O	CHEBI:6636	magnesium chloride	Cl2Mg	95.21	108.09	203.3	high	direct_parse	13.0	MgCl2 6-hydrate	anhydrous
dsmz_350	CaCl2 2-hydrate	CHEBI:3312	0.1		g/L			json	CaCl2	CaCl2	2	CaCl2.2H2O	CHEBI:3312	calcium chloride	CaCl2	110.98	36.03	147.01	high	direct_parse	1.0	CaCl2 2-hydrate	anhydrous
dsmz_350	FeSO4 7-hydrate	CHEBI:75832	0.02		g/L			json	FeSO4	FeSO4	7	FeSO4.7H2O	CHEBI:75832	iron(2+) sulfate	FeO4S	151.91	126.105	278.015	high	direct_parse	0.2	FeSO4 7-hydrate	anhydrous
dsmz_350	Yeast extract	CAS-RN:8013-01-2	1.25		mg/L			json	Yeast extract	Yeastextract	0	Yeastextract				100.0	0.0	100.0	high	no_hydration	12.5	Yeast extract	anhydrous
dsmz_350	NaHCO3	CHEBI:32139	5.0		g/L			json	NaHCO3	NaHCO3	0	NaHCO3	CHEBI:32139	sodium hydrogencarbonate	CHNaO3	100.0	0.0	100.0	high	no_hydration	50.0	NaHCO3	anhydrous
dsmz_350	Resazurin	CHEBI:8806	5.0		g/L			json	Resazurin	Resazurin	0	Resazurin	CHEBI:8806			100.0	0.0	100.0	high	no_hydration	50.0	Resazurin	anhydrous
dsmz_350	Cysteine-HCl x H2O	ingredient:983	5.0		g/L			json	Cysteine-HCl	Cysteine-HCl	1	Cysteine-HCl.1H2O				36.458000000000006	18.015	54.473000000000006	high	direct_parse	50.0	Cysteine-HCl	hydrated
dsmz_350	resazurin and cysteine.							json	resazurin and cysteine.	resazurinandcysteine.	0	resazurinandcysteine.				100.0	0.0	100.0	high	no_hydration		resazurin and cysteine.	anhydrous
dsmz_153	Glucose	CHEBI:42758	15.0		g/L			json	Glucose	Glucose	0	Glucose	CHEBI:42758	D-glucose	C6H12O6	100.0	0.0	100.0	high	no_hydration	150.0	Glucose	anhydrous
dsmz_153	Yeast extract	CAS-RN:8013-01-2	0.5		g/L			json	Yeast extract	Yeastextract	0	Yeastextract				100.0	0.0	100.0	high	no_hydration	5.0	Yeast extract	anhydrous
dsmz_153	NaCl	CHEBI:26710	2.0		g/L			json	NaCl	NaCl	0	NaCl	CHEBI:26710	sodium chloride	NaCl	58.44	0.0	58.44	high	no_hydration	34.223135	NaCl	anhydrous
dsmz_153	Sodium resazurin	CAS-RN:62758-13-8	5.0		g/L			json	Sodium resazurin	Sodiumresazurin	0	Sodiumresazurin				100.0	0.0	100.0	high	no_hydration	50.0	Sodium resazurin	anhydrous
dsmz_153	Agar, for solid medium		2.5		g/L			json	Agar, for solid medium	Agar,forsolidmedium	0	Agar,forsolidmedium				100.0	0.0	100.0	high	no_hydration	25.0	Agar, for solid medium	anhydrous
dsmz_756	Yeast extract	CAS-RN:8013-01-2	1.5		g/L			json	Yeast extract	Yeastextract	0	Yeastextract				100.0	0.0	100.0	high	no_hydration	15.0	Yeast extract	anhydrous
dsmz_756	Peptone	CAS-RN:73049-73-7	1.5		g/L			json	Peptone	Peptone	0	Peptone				100.0	0.0	100.0	high	no_hydration	15.0	Peptone	anhydrous
dsmz_756	Trace element solution	solution:6187	0.55		g/L			json	Trace element solution	Traceelementsolution	0	Traceelementsolution				100.0	0.0	100.0	high	no_hydration	5.5	Trace element solution	anhydrous
dsmz_756	Stock solution	solution:6127	1.0		ml/L			json	Stock solution	Stocksolution	0	Stocksolution				100.0	0.0	100.0	high	no_hydration	10.0	Stock solution	anhydrous
dsmz_756	CaCO3	CHEBI:3311	100.0		ml/L			json	CaCO3	CaCO3	0	CaCO3	CHEBI:3311			100.0	0.0	100.0	high	no_hydration	1000.0	CaCO3	anhydrous
dsmz_756	NaCl	CHEBI:26710	899.0		ml/L			json	NaCl	NaCl	0	NaCl	CHEBI:26710	sodium chloride	NaCl	58.44	0.0	58.44	high	no_hydration	15383.29911	NaCl	anhydrous
dsmz_756	MgSO4 7-hydrate	CHEBI:32599	0.07		g/L			json	MgSO4	MgSO4	7	MgSO4.7H2O	CHEBI:32599	magnesium sulfate	MgO4S	120.37	126.105	246.475	high	direct_parse	0.7	MgSO4 7-hydrate	anhydrous
dsmz_756	KH2PO4	CHEBI:63036	5.0		g/L			json	KH2PO4	KH2PO4	0	KH2PO4	CHEBI:63036	potassium dihydrogen phosphate	H2KO4P	136.09	0.0	136.09	high	no_hydration	36.740392	KH2PO4	anhydrous
dsmz_756	MnSO4 x H2O	CHEBI:75211	0.5		g/L			json	MnSO4	MnSO4	1	MnSO4.1H2O	CHEBI:75211	manganese(2+) sulfate	MnO4S	151.0	18.015	169.015	high	direct_parse	5.0	MnSO4	hydrated
dsmz_756	H3BO3	CHEBI:33118	1.5		g/L			json	H3BO3	H3BO3	0	H3BO3	CHEBI:33118	boric acid	BH3O3	100.0	0.0	100.0	high	no_hydration	15.0	H3BO3	anhydrous
dsmz_756	ZnSO4 7-hydrate	CHEBI:35176	1000.0		ml/L			json	ZnSO4	ZnSO4	7	ZnSO4.7H2O	CHEBI:35176	zinc sulfate	O4SZn	161.47	126.105	287.575	high	direct_parse	10000.0	ZnSO4 7-hydrate	anhydrous
dsmz_756	FeSO4 7-hydrate	CHEBI:75832	33.8		mg/L			json	FeSO4	FeSO4	7	FeSO4.7H2O	CHEBI:75832	iron(2+) sulfate	FeO4S	151.91	126.105	278.015	high	direct_parse	338.0	FeSO4 7-hydrate	anhydrous
dsmz_756	CuSO4 5-hydrate	CHEBI:23414	49.4		mg/L			json	CuSO4	CuSO4	5	CuSO4.5H2O	CHEBI:23414	copper(2+) sulfate	CuO4S	159.61	90.075	249.685	high	direct_parse	494.0	CuSO4 5-hydrate	anhydrous
dsmz_555	555. SPORULATION-AGAR		1.0		g/L			json	555. SPORULATION-AGAR	555.SPORULATION-AGAR	0	555.SPORULATION-AGAR				100.0	0.0	100.0	high	no_hydration	10.0	555. SPORULATION-AGAR	anhydrous
dsmz_555	Yeast extract	CAS-RN:8013-01-2	1.0		g/L			json	Yeast extract	Yeastextract	0	Yeastextract				100.0	0.0	100.0	high	no_hydration	10.0	Yeast extract	anhydrous
dsmz_555	Beef extract	ingredient:85	2.0		g/L			json	Beef extract	Beefextract	0	Beefextract				100.0	0.0	100.0	high	no_hydration	20.0	Beef extract	anhydrous
dsmz_555	Trypt. Peptone		10.0		g/L			json	Trypt. Peptone	Trypt.Peptone	0	Trypt.Peptone				100.0	0.0	100.0	high	no_hydration	100.0	Trypt. Peptone	anhydrous
dsmz_555	FeSO4	CHEBI:75832	15.0		g/L			json	FeSO4	FeSO4	0	FeSO4	CHEBI:75832	iron(2+) sulfate	FeO4S	151.91	0.0	151.91	high	no_hydration	98.742677	FeSO4	anhydrous
dsmz_555	Glucose	CHEBI:42758	1000.0		ml/L			json	Glucose	Glucose	0	Glucose	CHEBI:42758	D-glucose	C6H12O6	100.0	0.0	100.0	high	no_hydration	10000.0	Glucose	anhydrous
dsmz_555	Agar	CHEBI:2509						json	Agar	Agar	0	Agar	CHEBI:2509			100.0	0.0	100.0	high	no_hydration		Agar	anhydrous
dsmz_768	Na-acetate	CHEBI:88550	1.0		g/L			json	Na-acetate	Na-acetate	0	Na-acetate	CHEBI:88550	sodium acetate	C2H3NaO2	100.0	0.0	100.0	high	no_hydration	10.0	Na-acetate	anhydrous
dsmz_768	KNO3	CHEBI:29795	1.0		g/L			json	KNO3	KNO3	0	KNO3	CHEBI:29795			100.0	0.0	100.0	high	no_hydration	10.0	KNO3	anhydrous
dsmz_768	NaCl	CHEBI:26710	20.0		ml/L			json	NaCl	NaCl	0	NaCl	CHEBI:26710	sodium chloride	NaCl	58.44	0.0	58.44	high	no_hydration	342.231348	NaCl	anhydrous
dsmz_768	Na2SO4	CHEBI:32149	5.0		ml/L			json	Na2SO4	Na2SO4	0	Na2SO4	CHEBI:32149			142.04	0.0	142.04	high	no_hydration	35.201352	Na2SO4	anhydrous
dsmz_768	NaHCO3	CHEBI:32139	500.0		ml/L			json	NaHCO3	NaHCO3	0	NaHCO3	CHEBI:32139	sodium hydrogencarbonate	CHNaO3	100.0	0.0	100.0	high	no_hydration	5000.0	NaHCO3	anhydrous
dsmz_768	KCl	CHEBI:32588	475.0		ml/L			json	KCl	KCl	0	KCl	CHEBI:32588	potassium chloride	ClK	74.55	0.0	74.55	high	no_hydration	6371.56271	KCl	anhydrous
dsmz_768	KBr	CHEBI:32030	23.48		g/L			json	KBr	KBr	0	KBr	CHEBI:32030			100.0	0.0	100.0	high	no_hydration	234.8	KBr	anhydrous
dsmz_768	MgCl2 6-hydrate	CHEBI:6636	3.92		g/L			json	MgCl2	MgCl2	6	MgCl2.6H2O	CHEBI:6636	magnesium chloride	Cl2Mg	95.21	108.09	203.3	high	direct_parse	39.2	MgCl2 6-hydrate	anhydrous
dsmz_768	CaCl2 2-hydrate	CHEBI:3312	0.19		g/L			json	CaCl2	CaCl2	2	CaCl2.2H2O	CHEBI:3312	calcium chloride	CaCl2	110.98	36.03	147.01	high	direct_parse	1.9	CaCl2 2-hydrate	anhydrous
dsmz_768	H3BO3	CHEBI:33118	0.66		g/L			json	H3BO3	H3BO3	0	H3BO3	CHEBI:33118	boric acid	BH3O3	100.0	0.0	100.0	high	no_hydration	6.6	H3BO3	anhydrous
dsmz_768	SrCl2	CHEBI:36383	0.1		g/L			json	SrCl2	SrCl2	0	SrCl2	CHEBI:36383			100.0	0.0	100.0	high	no_hydration	1.0	SrCl2	anhydrous
dsmz_768	NaF	CHEBI:28741	5.0		g/L			json	NaF	NaF	0	NaF	CHEBI:28741			100.0	0.0	100.0	high	no_hydration	50.0	NaF	anhydrous
dsmz_768	MgSO4 7-hydrate	CHEBI:32599						json	MgSO4	MgSO4	7	MgSO4.7H2O	CHEBI:32599	magnesium sulfate	MgO4S	120.37	126.105	246.475	high	direct_parse		MgSO4 7-hydrate	anhydrous
dsmz_768	FeSO4 7-hydrate	CHEBI:75832						json	FeSO4	FeSO4	7	FeSO4.7H2O	CHEBI:75832	iron(2+) sulfate	FeO4S	151.91	126.105	278.015	high	direct_parse		FeSO4 7-hydrate	anhydrous
dsmz_768	Na-EDTA	CHEBI:64734						json	Na-EDTA	Na-EDTA	0	Na-EDTA	CHEBI:64734			100.0	0.0	100.0	high	no_hydration		Na-EDTA	anhydrous
dsmz_768	ZnSO4 7-hydrate	CHEBI:35176						json	ZnSO4	ZnSO4	7	ZnSO4.7H2O	CHEBI:35176	zinc sulfate	O4SZn	161.47	126.105	287.575	high	direct_parse		ZnSO4 7-hydrate	anhydrous
dsmz_768	MnSO4 x H2O	CHEBI:75211						json	MnSO4	MnSO4	1	MnSO4.1H2O	CHEBI:75211	manganese(2+) sulfate	MnO4S	151.0	18.015	169.015	high	direct_parse		MnSO4	hydrated
dsmz_768	CuSO4 5-hydrate	CHEBI:23414						json	CuSO4	CuSO4	5	CuSO4.5H2O	CHEBI:23414	copper(2+) sulfate	CuO4S	159.61	90.075	249.685	high	direct_parse		CuSO4 5-hydrate	anhydrous
dsmz_768	Na2B4O7 10-hydrate							json	Na2B4O7	Na2B4O7	10	Na2B4O7.10H2O				157.98	180.15	338.13	high	direct_parse		Na2B4O7	hydrated
dsmz_768	Biotin	CHEBI:15956						json	Biotin	Biotin	0	Biotin	CHEBI:15956	biotin	C10H16N2O3S	100.0	0.0	100.0	high	no_hydration		Biotin	anhydrous
dsmz_768	Folic acid	CHEBI:27470						json	Folic acid	Folicacid	0	Folicacid	CHEBI:27470	folic acid	C19H19N7O6	100.0	0.0	100.0	high	no_hydration		Folic acid	anhydrous
dsmz_768	Thiamine-HCl 2-hydrate							json	Thiamine-HCl	Thiamine-HCl	2	Thiamine-HCl.2H2O				36.458000000000006	36.03	72.488	high	direct_parse		Thiamine-HCl	hydrated
dsmz_768	p-Aminobenzoic acid	CHEBI:30753						json	p-Aminobenzoic acid	p-Aminobenzoicacid	0	p-Aminobenzoicacid	CHEBI:30753	4-aminobenzoic acid	C7H7NO2	100.0	0.0	100.0	high	no_hydration		p-Aminobenzoic acid	anhydrous
dsmz_651	Malic acid	CHEBI:6650	2.5		g/L			json	Malic acid	Malicacid	0	Malicacid	CHEBI:6650			100.0	0.0	100.0	high	no_hydration	25.0	Malic acid	anhydrous
dsmz_651	Yeast extract	CAS-RN:8013-01-2	1.0		g/L			json	Yeast extract	Yeastextract	0	Yeastextract				100.0	0.0	100.0	high	no_hydration	10.0	Yeast extract	anhydrous
dsmz_651	MgSO4 7-hydrate	CHEBI:32599	1.25		g/L			json	MgSO4	MgSO4	7	MgSO4.7H2O	CHEBI:32599	magnesium sulfate	MgO4S	120.37	126.105	246.475	high	direct_parse	12.5	MgSO4 7-hydrate	anhydrous
dsmz_651	CaCl2 2-hydrate	CHEBI:3312	0.2		g/L			json	CaCl2	CaCl2	2	CaCl2.2H2O	CHEBI:3312	calcium chloride	CaCl2	110.98	36.03	147.01	high	direct_parse	2.0	CaCl2 2-hydrate	anhydrous
dsmz_651	Fe(III) citrate	CHEBI:4991	0.07		g/L			json	Fe(III) citrate	Fe(III)citrate	0	Fe(III)citrate	CHEBI:4991			100.0	0.0	100.0	high	no_hydration	0.7	Fe(III) citrate	anhydrous
dsmz_651	Na2-EDTA	CHEBI:64734	0.01		g/L			json	Na2-EDTA	Na2-EDTA	0	Na2-EDTA	CHEBI:64734			100.0	0.0	100.0	high	no_hydration	0.1	Na2-EDTA	anhydrous
dsmz_651	KH2PO4	CHEBI:63036	0.02		g/L			json	KH2PO4	KH2PO4	0	KH2PO4	CHEBI:63036	potassium dihydrogen phosphate	H2KO4P	136.09	0.0	136.09	high	no_hydration	0.146962	KH2PO4	anhydrous
dsmz_651	K2HPO4	CHEBI:131527	0.6		g/L			json	K2HPO4	K2HPO4	0	K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate	HK2O4P	100.0	0.0	100.0	high	no_hydration	6.0	K2HPO4	anhydrous
dsmz_651	Vitamin solution	solution:6241	0.9		g/L			json	Vitamin solution	Vitaminsolution	0	Vitaminsolution				100.0	0.0	100.0	high	no_hydration	9.0	Vitamin solution	anhydrous
dsmz_651	MnSO4x H2O	ingredient:1000						json	MnSO4x H2O	MnSO4x H2O	0	MnSO4xH2O				100.0	0.0	100.0	high	no_hydration		MnSO4x H2O	anhydrous
dsmz_651	H3BO3	CHEBI:33118						json	H3BO3	H3BO3	0	H3BO3	CHEBI:33118	boric acid	BH3O3	100.0	0.0	100.0	high	no_hydration		H3BO3	anhydrous
dsmz_651	CuSO4 5-hydrate	CHEBI:23414						json	CuSO4	CuSO4	5	CuSO4.5H2O	CHEBI:23414	copper(2+) sulfate	CuO4S	159.61	90.075	249.685	high	direct_parse		CuSO4 5-hydrate	anhydrous
dsmz_651	ZnSO4	CHEBI:35176						json	ZnSO4	ZnSO4	0	ZnSO4	CHEBI:35176	zinc sulfate	O4SZn	161.47	0.0	161.47	high	no_hydration		ZnSO4	anhydrous
dsmz_651	EDTA	CHEBI:64755						json	EDTA	EDTA	0	EDTA	CHEBI:64755			100.0	0.0	100.0	high	no_hydration		EDTA	anhydrous
dsmz_651	Nicotinic acid	CHEBI:15940						json	Nicotinic acid	Nicotinicacid	0	Nicotinicacid	CHEBI:15940	nicotinic acid	C6H5NO2	100.0	0.0	100.0	high	no_hydration		Nicotinic acid	anhydrous
dsmz_651	Thiamine-HCl 2-hydrate							json	Thiamine-HCl	Thiamine-HCl	2	Thiamine-HCl.2H2O				36.458000000000006	36.03	72.488	high	direct_parse		Thiamine-HCl	hydrated
dsmz_651	Biotin	CHEBI:15956						json	Biotin	Biotin	0	Biotin	CHEBI:15956	biotin	C10H16N2O3S	100.0	0.0	100.0	high	no_hydration		Biotin	anhydrous
dsmz_91	91. PROPIONIBACTERIUM AGAR		10.0		g/L			json	91. PROPIONIBACTERIUM AGAR	91.PROPIONIBACTERIUMAGAR	0	91.PROPIONIBACTERIUMAGAR				100.0	0.0	100.0	high	no_hydration	100.0	91. PROPIONIBACTERIUM AGAR	anhydrous
dsmz_91	Casein peptone, tryptic digest		5.0		g/L			json	Casein peptone, tryptic digest	Caseinpeptone,trypticdigest	0	Caseinpeptone,trypticdigest				100.0	0.0	100.0	high	no_hydration	50.0	Casein peptone, tryptic digest	anhydrous
dsmz_91	Yeast extract	CAS-RN:8013-01-2	10.0		g/L			json	Yeast extract	Yeastextract	0	Yeastextract				100.0	0.0	100.0	high	no_hydration	100.0	Yeast extract	anhydrous
dsmz_91	Agar	CHEBI:2509	15.0		g/L			json	Agar	Agar	0	Agar	CHEBI:2509			100.0	0.0	100.0	high	no_hydration	150.0	Agar	anhydrous
dsmz_452	Glucose	CHEBI:42758						json	Glucose	Glucose	0	Glucose	CHEBI:42758	D-glucose	C6H12O6	100.0	0.0	100.0	high	no_hydration		Glucose	anhydrous
dsmz_452	Peptone	CAS-RN:73049-73-7						json	Peptone	Peptone	0	Peptone				100.0	0.0	100.0	high	no_hydration		Peptone	anhydrous
dsmz_452	Yeast extract	CAS-RN:8013-01-2						json	Yeast extract	Yeastextract	0	Yeastextract				100.0	0.0	100.0	high	no_hydration		Yeast extract	anhydrous
dsmz_452	Agar	CHEBI:2509						json	Agar	Agar	0	Agar	CHEBI:2509			100.0	0.0	100.0	high	no_hydration		Agar	anhydrous
dsmz_452	KH2PO4	CHEBI:63036						json	KH2PO4	KH2PO4	0	KH2PO4	CHEBI:63036	potassium dihydrogen phosphate	H2KO4P	136.09	0.0	136.09	high	no_hydration		KH2PO4	anhydrous
dsmz_452	K2HPO4	CHEBI:131527						json	K2HPO4	K2HPO4	0	K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate	HK2O4P	100.0	0.0	100.0	high	no_hydration		K2HPO4	anhydrous
dsmz_452	MgSO4 7-hydrate	CHEBI:32599						json	MgSO4	MgSO4	7	MgSO4.7H2O	CHEBI:32599	magnesium sulfate	MgO4S	120.37	126.105	246.475	high	direct_parse		MgSO4 7-hydrate	anhydrous
dsmz_452	NaCl	CHEBI:26710						json	NaCl	NaCl	0	NaCl	CHEBI:26710	sodium chloride	NaCl	58.44	0.0	58.44	high	no_hydration		NaCl	anhydrous
dsmz_452	MnSO4 5-hydrate	CHEBI:75214						json	MnSO4	MnSO4	5	MnSO4.5H2O	CHEBI:75214			151.0	90.075	241.075	high	direct_parse		MnSO4 5-hydrate	anhydrous
dsmz_452	CuSO4 5-hydrate	CHEBI:23414						json	CuSO4	CuSO4	5	CuSO4.5H2O	CHEBI:23414	copper(2+) sulfate	CuO4S	159.61	90.075	249.685	high	direct_parse		CuSO4 5-hydrate	anhydrous
dsmz_452	FeSO4 7-hydrate	CHEBI:75832						json	FeSO4	FeSO4	7	FeSO4.7H2O	CHEBI:75832	iron(2+) sulfate	FeO4S	151.91	126.105	278.015	high	direct_parse		FeSO4 7-hydrate	anhydrous
dsmz_452	Na3-Citrate	CAS-RN:6132-04-3						json	Na3-Citrate	Na3-Citrate	0	Na3-Citrate				100.0	0.0	100.0	high	no_hydration		Na3-Citrate	anhydrous
dsmz_257	Yeast extract	CAS-RN:8013-01-2	3.0		g/L			json	Yeast extract	Yeastextract	0	Yeastextract				100.0	0.0	100.0	high	no_hydration	30.0	Yeast extract	anhydrous
dsmz_257	Peptone	CAS-RN:73049-73-7	0.6		g/L			json	Peptone	Peptone	0	Peptone				100.0	0.0	100.0	high	no_hydration	6.0	Peptone	anhydrous
dsmz_257	Tris-HCl buffer	CAS-RN:1185-53-1	1000.0		ml/L			json	Tris-HCl buffer	Tris-HClbuffer	0	Tris-HClbuffer				100.0	0.0	100.0	high	no_hydration	10000.0	Tris-HCl buffer	anhydrous
dsmz_257	buffer	CHEBI:35225	0.05		M			json	buffer	buffer	0	buffer	CHEBI:35225			100.0	0.0	100.0	high	no_hydration	0.5	buffer	anhydrous
dsmz_257	1. Preparation of double layered agar plates:							json	1. Preparation of double layered agar plates:	1.Preparationofdoublelayeredagarplates:	0	1.Preparationofdoublelayeredagarplates:				100.0	0.0	100.0	high	no_hydration		1. Preparation of double layered agar plates:	anhydrous
dsmz_257	one 24 h old agar slant culture and wash off grown cells in 0.5 ml sterile water.							json	one 24 h old agar slant culture and wash off grown cells in 0.5 ml sterile water.	one24holdagarslantcultureandwashoffgrowncellsin0.5mlsterilewater.	0	one24holdagarslantcultureandwashoffgrowncellsin0.5mlsterilewater.				100.0	0.0	100.0	high	no_hydration		one 24 h old agar slant culture and wash off grown cells in 0.5 ml sterile water.	anhydrous
dsmz_269	KCl	CHEBI:32588	2.0		g/L			json	KCl	KCl	0	KCl	CHEBI:32588	potassium chloride	ClK	74.55	0.0	74.55	high	no_hydration	26.827632	KCl	anhydrous
dsmz_269	K2HPO4	CHEBI:131527	0.1		g/L			json	K2HPO4	K2HPO4	0	K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate	HK2O4P	100.0	0.0	100.0	high	no_hydration	1.0	K2HPO4	anhydrous
dsmz_269	MgSO4 7-hydrate	CHEBI:32599	0.5		g/L			json	MgSO4	MgSO4	7	MgSO4.7H2O	CHEBI:32599	magnesium sulfate	MgO4S	120.37	126.105	246.475	high	direct_parse	5.0	MgSO4 7-hydrate	anhydrous
dsmz_269	Yeast extract	CAS-RN:8013-01-2	0.5		g/L			json	Yeast extract	Yeastextract	0	Yeastextract				100.0	0.0	100.0	high	no_hydration	5.0	Yeast extract	anhydrous
dsmz_269	D-Glucose	CHEBI:42758	0.3		g/L			json	D-Glucose	D-Glucose	0	D-Glucose	CHEBI:42758	D-glucose	C6H12O6	100.0	0.0	100.0	high	no_hydration	3.0	D-Glucose	anhydrous
dsmz_480c	NH4Cl	CHEBI:31206	0.33		g/L			json	NH4Cl	NH4Cl	0	NH4Cl	CHEBI:31206	ammonium chloride	ClH4N	53.49	0.0	53.49	high	no_hydration	6.169377	NH4Cl	anhydrous
dsmz_480c	CaCl2 2-hydrate	CHEBI:3312	0.33		g/L			json	CaCl2	CaCl2	2	CaCl2.2H2O	CHEBI:3312	calcium chloride	CaCl2	110.98	36.03	147.01	high	direct_parse	3.3	CaCl2 2-hydrate	anhydrous
dsmz_480c	MgCl2 6-hydrate	CHEBI:6636	0.33		g/L			json	MgCl2	MgCl2	6	MgCl2.6H2O	CHEBI:6636	magnesium chloride	Cl2Mg	95.21	108.09	203.3	high	direct_parse	3.3	MgCl2 6-hydrate	anhydrous
dsmz_480c	KCl	CHEBI:32588	0.33		g/L			json	KCl	KCl	0	KCl	CHEBI:32588	potassium chloride	ClK	74.55	0.0	74.55	high	no_hydration	4.426559	KCl	anhydrous
dsmz_480c	KH2PO4	CHEBI:63036	0.33		g/L			json	KH2PO4	KH2PO4	0	KH2PO4	CHEBI:63036	potassium dihydrogen phosphate	H2KO4P	136.09	0.0	136.09	high	no_hydration	2.424866	KH2PO4	anhydrous
dsmz_480c	Yeast extract	CAS-RN:8013-01-2	1.0		ml/L			json	Yeast extract	Yeastextract	0	Yeastextract				100.0	0.0	100.0	high	no_hydration	10.0	Yeast extract	anhydrous
dsmz_480c	Sodium resazurin	CAS-RN:62758-13-8	3.9		g/L			json	Sodium resazurin	Sodiumresazurin	0	Sodiumresazurin				100.0	0.0	100.0	high	no_hydration	39.0	Sodium resazurin	anhydrous
dsmz_480c	Na2CO3	CHEBI:29377	0.1		g/L			json	Na2CO3	Na2CO3	0	Na2CO3	CHEBI:29377	sodium carbonate	CNa2O3	100.0	0.0	100.0	high	no_hydration	1.0	Na2CO3	anhydrous
dsmz_480c	Na2S 9-hydrate	CHEBI:75769	0.5		ml/L			json	Na2S	Na2S	9	Na2S.9H2O	CHEBI:75769	sodium sulfide	Na2S	78.05	162.135	240.185	high	direct_parse	5.0	Na2S 9-hydrate	anhydrous
dsmz_480c	FeCl2 4-hydrate	CHEBI:30808						json	FeCl2	FeCl2	4	FeCl2.4H2O	CHEBI:30808	iron(2+) chloride	Cl2Fe	126.75	72.06	198.81	high	direct_parse		FeCl2 4-hydrate	anhydrous
dsmz_480c	ZnCl2	CHEBI:49976						json	ZnCl2	ZnCl2	0	ZnCl2	CHEBI:49976	zinc chloride	Cl2Zn	100.0	0.0	100.0	high	no_hydration		ZnCl2	anhydrous
dsmz_480c	MnCl2 4-hydrate	CHEBI:7773						json	MnCl2	MnCl2	4	MnCl2.4H2O	CHEBI:7773	manganese(2+) chloride	Cl2Mn	125.84	72.06	197.9	high	direct_parse		MnCl2 4-hydrate	anhydrous
dsmz_480c	H3BO3	CHEBI:33118						json	H3BO3	H3BO3	0	H3BO3	CHEBI:33118	boric acid	BH3O3	100.0	0.0	100.0	high	no_hydration		H3BO3	anhydrous
dsmz_480c	CoCl2 6-hydrate	CHEBI:35696						json	CoCl2	CoCl2	6	CoCl2.6H2O	CHEBI:35696	cobalt(2+) chloride	Cl2Co	129.84	108.09	237.93	high	direct_parse		CoCl2 6-hydrate	anhydrous
dsmz_480c	CuCl2 2-hydrate	CHEBI:49553						json	CuCl2	CuCl2	2	CuCl2.2H2O	CHEBI:49553	copper(2+) chloride	Cl2Cu	134.45	36.03	170.48	high	direct_parse		CuCl2 2-hydrate	anhydrous
