medium_id	original	mapped	value	concentration	unit	mmol_l	optional	source	base_compound	base_formula	water_molecules	hydrate_formula	base_chebi_id	base_chebi_label	base_chebi_formula	base_molecular_weight	water_molecular_weight	hydrated_molecular_weight	hydration_confidence	hydration_parsing_method	corrected_mmol_l	base_compound_for_mapping	hydration_state
dsmz_347	MgCl2 6-hydrate	CHEBI:6636						json	MgCl2	MgCl2	6	MgCl2.6H2O	CHEBI:6636	magnesium chloride	Cl2Mg	95.21	108.09	203.3	high	direct_parse		MgCl2 6-hydrate	anhydrous
dsmz_347	NaCl	CHEBI:26710						json	NaCl	NaCl	0	NaCl	CHEBI:26710	sodium chloride	NaCl	58.44	0.0	58.44	high	no_hydration		NaCl	anhydrous
dsmz_347	NH4Cl	CHEBI:31206						json	NH4Cl	NH4Cl	0	NH4Cl	CHEBI:31206	ammonium chloride	ClH4N	53.49	0.0	53.49	high	no_hydration		NH4Cl	anhydrous
dsmz_347	CaCl2 2-hydrate	CHEBI:3312						json	CaCl2	CaCl2	2	CaCl2.2H2O	CHEBI:3312	calcium chloride	CaCl2	110.98	36.03	147.01	high	direct_parse		CaCl2 2-hydrate	anhydrous
dsmz_347	Trypticase peptone							json	Trypticase peptone	Trypticasepeptone	0	Trypticasepeptone				100.0	0.0	100.0	high	no_hydration		Trypticase peptone	anhydrous
dsmz_347	Sodium resazurin	CAS-RN:62758-13-8						json	Sodium resazurin	Sodiumresazurin	0	Sodiumresazurin				100.0	0.0	100.0	high	no_hydration		Sodium resazurin	anhydrous
dsmz_347	Na2CO3	CHEBI:29377						json	Na2CO3	Na2CO3	0	Na2CO3	CHEBI:29377	sodium carbonate	CNa2O3	100.0	0.0	100.0	high	no_hydration		Na2CO3	anhydrous
dsmz_347	Seven vitamins solution	solution:4611						json	Seven vitamins solution	Sevenvitaminssolution	0	Sevenvitaminssolution				100.0	0.0	100.0	high	no_hydration		Seven vitamins solution	anhydrous
dsmz_347	L-Cysteine HCl x H2O	CHEBI:91247						json	L-Cysteine HCl	L-Cysteine HCl	1	L-Cysteine HCl.1H2O	CHEBI:91247	L-cysteine hydrochloride	C3H8ClNO2S	36.458000000000006	18.015	54.473000000000006	high	direct_parse		L-Cysteine HCl	hydrated
dsmz_347	Na2S 9-hydrate	CHEBI:75769						json	Na2S	Na2S	9	Na2S.9H2O	CHEBI:75769	sodium sulfide	Na2S	78.05	162.135	240.185	high	direct_parse		Na2S 9-hydrate	anhydrous
dsmz_347	FeCl2 4-hydrate	CHEBI:30808						json	FeCl2	FeCl2	4	FeCl2.4H2O	CHEBI:30808	iron(2+) chloride	Cl2Fe	126.75	72.06	198.81	high	direct_parse		FeCl2 4-hydrate	anhydrous
dsmz_347	ZnCl2	CHEBI:49976						json	ZnCl2	ZnCl2	0	ZnCl2	CHEBI:49976	zinc chloride	Cl2Zn	100.0	0.0	100.0	high	no_hydration		ZnCl2	anhydrous
dsmz_347	MnCl2 4-hydrate	CHEBI:7773						json	MnCl2	MnCl2	4	MnCl2.4H2O	CHEBI:7773	manganese(2+) chloride	Cl2Mn	125.84	72.06	197.9	high	direct_parse		MnCl2 4-hydrate	anhydrous
dsmz_347	H3BO3	CHEBI:33118						json	H3BO3	H3BO3	0	H3BO3	CHEBI:33118	boric acid	BH3O3	100.0	0.0	100.0	high	no_hydration		H3BO3	anhydrous
dsmz_347	CoCl2 6-hydrate	CHEBI:35696						json	CoCl2	CoCl2	6	CoCl2.6H2O	CHEBI:35696	cobalt(2+) chloride	Cl2Co	129.84	108.09	237.93	high	direct_parse		CoCl2 6-hydrate	anhydrous
dsmz_347	CuCl2 2-hydrate	CHEBI:49553						json	CuCl2	CuCl2	2	CuCl2.2H2O	CHEBI:49553	copper(2+) chloride	Cl2Cu	134.45	36.03	170.48	high	direct_parse		CuCl2 2-hydrate	anhydrous
dsmz_347	NiCl2 6-hydrate	CHEBI:34887						json	NiCl2	NiCl2	6	NiCl2.6H2O	CHEBI:34887	nickel(2+) chloride	Cl2Ni	129.6	108.09	237.69	high	direct_parse		NiCl2 6-hydrate	anhydrous
dsmz_347	Na2MoO4 2-hydrate	CHEBI:75215						json	Na2MoO4	Na2MoO4	2	Na2MoO4.2H2O	CHEBI:75215	sodium molybdate	MoNa2O4	205.92	36.03	241.95	high	direct_parse		Na2MoO4 2-hydrate	anhydrous
dsmz_347	p-Aminobenzoic acid	CHEBI:30753						json	p-Aminobenzoic acid	p-Aminobenzoicacid	0	p-Aminobenzoicacid	CHEBI:30753	4-aminobenzoic acid	C7H7NO2	100.0	0.0	100.0	high	no_hydration		p-Aminobenzoic acid	anhydrous
dsmz_347	D-(+)-biotin	CHEBI:15956						json	D-(+)-biotin	D-(+)-biotin	0	D-(+)-biotin	CHEBI:15956	biotin	C10H16N2O3S	100.0	0.0	100.0	high	no_hydration		D-(+)-biotin	anhydrous
dsmz_347	Nicotinic acid	CHEBI:15940						json	Nicotinic acid	Nicotinicacid	0	Nicotinicacid	CHEBI:15940	nicotinic acid	C6H5NO2	100.0	0.0	100.0	high	no_hydration		Nicotinic acid	anhydrous
dsmz_347	Pyridoxine hydrochloride	CHEBI:30961						json	Pyridoxine hydrochloride	Pyridoxinehydrochloride	0	Pyridoxinehydrochloride	CHEBI:30961	pyridoxine hydrochloride	C8H12ClNO3	100.0	0.0	100.0	high	no_hydration		Pyridoxine hydrochloride	anhydrous
dsmz_347	Thiamine-HCl 2-hydrate							json	Thiamine-HCl	Thiamine-HCl	2	Thiamine-HCl.2H2O				36.458000000000006	36.03	72.488	high	direct_parse		Thiamine-HCl	hydrated
dsmz_379	Na2-EDTA	CHEBI:64734	10.0		mg/L			json	Na2-EDTA	Na2-EDTA	0	Na2-EDTA	CHEBI:64734			100.0	0.0	100.0	high	no_hydration	100.0	Na2-EDTA	anhydrous
dsmz_379	MgSO4 7-hydrate	CHEBI:32599	200.0		mg/L			json	MgSO4	MgSO4	7	MgSO4.7H2O	CHEBI:32599	magnesium sulfate	MgO4S	120.37	126.105	246.475	high	direct_parse	2000.0	MgSO4 7-hydrate	anhydrous
dsmz_379	CaCl2 2-hydrate	CHEBI:3312	50.0		mg/L			json	CaCl2	CaCl2	2	CaCl2.2H2O	CHEBI:3312	calcium chloride	CaCl2	110.98	36.03	147.01	high	direct_parse	500.0	CaCl2 2-hydrate	anhydrous
dsmz_379	NH4Cl	CHEBI:31206	400.0		mg/L			json	NH4Cl	NH4Cl	0	NH4Cl	CHEBI:31206	ammonium chloride	ClH4N	53.49	0.0	53.49	high	no_hydration	7478.033277	NH4Cl	anhydrous
dsmz_379	NaCl	CHEBI:26710	400.0		mg/L			json	NaCl	NaCl	0	NaCl	CHEBI:26710	sodium chloride	NaCl	58.44	0.0	58.44	high	no_hydration	6844.626968	NaCl	anhydrous
dsmz_379	KH2PO4	CHEBI:63036	0.5		mg/L			json	KH2PO4	KH2PO4	0	KH2PO4	CHEBI:63036	potassium dihydrogen phosphate	H2KO4P	136.09	0.0	136.09	high	no_hydration	3.674039	KH2PO4	anhydrous
dsmz_379	NaHCO3	CHEBI:32139	0.5		mg/L			json	NaHCO3	NaHCO3	0	NaHCO3	CHEBI:32139	sodium hydrogencarbonate	CHNaO3	100.0	0.0	100.0	high	no_hydration	5.0	NaHCO3	anhydrous
dsmz_379	Na2S 9-hydrate	CHEBI:75769	2.0		g/L			json	Na2S	Na2S	9	Na2S.9H2O	CHEBI:75769	sodium sulfide	Na2S	78.05	162.135	240.185	high	direct_parse	20.0	Na2S 9-hydrate	anhydrous
dsmz_379	FeCl2 4-hydrate	CHEBI:30808						json	FeCl2	FeCl2	4	FeCl2.4H2O	CHEBI:30808	iron(2+) chloride	Cl2Fe	126.75	72.06	198.81	high	direct_parse		FeCl2 4-hydrate	anhydrous
dsmz_379	ZnCl2	CHEBI:49976						json	ZnCl2	ZnCl2	0	ZnCl2	CHEBI:49976	zinc chloride	Cl2Zn	100.0	0.0	100.0	high	no_hydration		ZnCl2	anhydrous
dsmz_379	MnCl2 4-hydrate	CHEBI:7773						json	MnCl2	MnCl2	4	MnCl2.4H2O	CHEBI:7773	manganese(2+) chloride	Cl2Mn	125.84	72.06	197.9	high	direct_parse		MnCl2 4-hydrate	anhydrous
dsmz_379	H3BO3	CHEBI:33118						json	H3BO3	H3BO3	0	H3BO3	CHEBI:33118	boric acid	BH3O3	100.0	0.0	100.0	high	no_hydration		H3BO3	anhydrous
dsmz_379	CoCl2 6-hydrate	CHEBI:35696						json	CoCl2	CoCl2	6	CoCl2.6H2O	CHEBI:35696	cobalt(2+) chloride	Cl2Co	129.84	108.09	237.93	high	direct_parse		CoCl2 6-hydrate	anhydrous
dsmz_379	CuCl2 2-hydrate	CHEBI:49553						json	CuCl2	CuCl2	2	CuCl2.2H2O	CHEBI:49553	copper(2+) chloride	Cl2Cu	134.45	36.03	170.48	high	direct_parse		CuCl2 2-hydrate	anhydrous
dsmz_379	NiCl2 6-hydrate	CHEBI:34887						json	NiCl2	NiCl2	6	NiCl2.6H2O	CHEBI:34887	nickel(2+) chloride	Cl2Ni	129.6	108.09	237.69	high	direct_parse		NiCl2 6-hydrate	anhydrous
dsmz_379	Na2MoO4 2-hydrate	CHEBI:75215						json	Na2MoO4	Na2MoO4	2	Na2MoO4.2H2O	CHEBI:75215	sodium molybdate	MoNa2O4	205.92	36.03	241.95	high	direct_parse		Na2MoO4 2-hydrate	anhydrous
dsmz_379	VOSO4 2-hydrate							json	VOSO4	VOSO4	2	VOSO4.2H2O				112.07	36.03	148.1	high	direct_parse		VOSO4	hydrated
dsmz_379	Na2WO4 2-hydrate	CHEBI:77885						json	Na2WO4	Na2WO4	2	Na2WO4.2H2O	CHEBI:77885	sodium tungstate	Na2O4W	293.82	36.03	329.85	high	direct_parse		Na2WO4 2-hydrate	anhydrous
dsmz_144	NH4Cl	CHEBI:31206	0.9		g/L			json	NH4Cl	NH4Cl	0	NH4Cl	CHEBI:31206	ammonium chloride	ClH4N	53.49	0.0	53.49	high	no_hydration	16.825575	NH4Cl	anhydrous
dsmz_144	NaCl	CHEBI:26710	0.9		g/L			json	NaCl	NaCl	0	NaCl	CHEBI:26710	sodium chloride	NaCl	58.44	0.0	58.44	high	no_hydration	15.400411	NaCl	anhydrous
dsmz_144	MgCl2 6-hydrate	CHEBI:6636	0.4		g/L			json	MgCl2	MgCl2	6	MgCl2.6H2O	CHEBI:6636	magnesium chloride	Cl2Mg	95.21	108.09	203.3	high	direct_parse	4.0	MgCl2 6-hydrate	anhydrous
dsmz_144	KH2PO4	CHEBI:63036	0.75		g/L			json	KH2PO4	KH2PO4	0	KH2PO4	CHEBI:63036	potassium dihydrogen phosphate	H2KO4P	136.09	0.0	136.09	high	no_hydration	5.511059	KH2PO4	anhydrous
dsmz_144	K2HPO4	CHEBI:131527	1.5		g/L			json	K2HPO4	K2HPO4	0	K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate	HK2O4P	100.0	0.0	100.0	high	no_hydration	15.0	K2HPO4	anhydrous
dsmz_144	Trace element solution	solution:6187	9.0		ml/L			json	Trace element solution	Traceelementsolution	0	Traceelementsolution				100.0	0.0	100.0	high	no_hydration	90.0	Trace element solution	anhydrous
dsmz_144	FeSO4 7-hydrate	CHEBI:75832	3.0		ml/L			json	FeSO4	FeSO4	7	FeSO4.7H2O	CHEBI:75832	iron(2+) sulfate	FeO4S	151.91	126.105	278.015	high	direct_parse	30.0	FeSO4 7-hydrate	anhydrous
dsmz_144	Yeast extract	CAS-RN:8013-01-2	3.0		g/L			json	Yeast extract	Yeastextract	0	Yeastextract				100.0	0.0	100.0	high	no_hydration	30.0	Yeast extract	anhydrous
dsmz_144	Trypticase peptone		10.0		g/L			json	Trypticase peptone	Trypticasepeptone	0	Trypticasepeptone				100.0	0.0	100.0	high	no_hydration	100.0	Trypticase peptone	anhydrous
dsmz_144	Sodium resazurin	CAS-RN:62758-13-8	0.5		ml/L			json	Sodium resazurin	Sodiumresazurin	0	Sodiumresazurin				100.0	0.0	100.0	high	no_hydration	5.0	Sodium resazurin	anhydrous
dsmz_144	Wolin's vitamin solution	solution:242	5.0		ml/L			json	Wolin's vitamin solution	Wolin'svitaminsolution	0	Wolin'svitaminsolution				100.0	0.0	100.0	high	no_hydration	50.0	Wolin's vitamin solution	anhydrous
dsmz_144	D-Glucose	CHEBI:42758	5.0		g/L			json	D-Glucose	D-Glucose	0	D-Glucose	CHEBI:42758	D-glucose	C6H12O6	100.0	0.0	100.0	high	no_hydration	50.0	D-Glucose	anhydrous
dsmz_144	Na2S 9-hydrate	CHEBI:75769	1.0		g/L			json	Na2S	Na2S	9	Na2S.9H2O	CHEBI:75769	sodium sulfide	Na2S	78.05	162.135	240.185	high	direct_parse	10.0	Na2S 9-hydrate	anhydrous
dsmz_144	FeCl2 4-hydrate	CHEBI:30808						json	FeCl2	FeCl2	4	FeCl2.4H2O	CHEBI:30808	iron(2+) chloride	Cl2Fe	126.75	72.06	198.81	high	direct_parse		FeCl2 4-hydrate	anhydrous
dsmz_144	MnCl2 4-hydrate	CHEBI:7773						json	MnCl2	MnCl2	4	MnCl2.4H2O	CHEBI:7773	manganese(2+) chloride	Cl2Mn	125.84	72.06	197.9	high	direct_parse		MnCl2 4-hydrate	anhydrous
dsmz_144	CoCl2 6-hydrate	CHEBI:35696						json	CoCl2	CoCl2	6	CoCl2.6H2O	CHEBI:35696	cobalt(2+) chloride	Cl2Co	129.84	108.09	237.93	high	direct_parse		CoCl2 6-hydrate	anhydrous
dsmz_144	CaCl2 2-hydrate	CHEBI:3312						json	CaCl2	CaCl2	2	CaCl2.2H2O	CHEBI:3312	calcium chloride	CaCl2	110.98	36.03	147.01	high	direct_parse		CaCl2 2-hydrate	anhydrous
dsmz_144	ZnCl2	CHEBI:49976						json	ZnCl2	ZnCl2	0	ZnCl2	CHEBI:49976	zinc chloride	Cl2Zn	100.0	0.0	100.0	high	no_hydration		ZnCl2	anhydrous
dsmz_144	CuCl2	CHEBI:49553						json	CuCl2	CuCl2	0	CuCl2	CHEBI:49553	copper(2+) chloride	Cl2Cu	100.0	0.0	100.0	high	no_hydration		CuCl2	anhydrous
dsmz_144	H3BO3	CHEBI:33118						json	H3BO3	H3BO3	0	H3BO3	CHEBI:33118	boric acid	BH3O3	100.0	0.0	100.0	high	no_hydration		H3BO3	anhydrous
dsmz_144	Na2MoO4 2-hydrate	CHEBI:75215						json	Na2MoO4	Na2MoO4	2	Na2MoO4.2H2O	CHEBI:75215	sodium molybdate	MoNa2O4	205.92	36.03	241.95	high	direct_parse		Na2MoO4 2-hydrate	anhydrous
dsmz_144	NiCl2 6-hydrate	CHEBI:34887						json	NiCl2	NiCl2	6	NiCl2.6H2O	CHEBI:34887	nickel(2+) chloride	Cl2Ni	129.6	108.09	237.69	high	direct_parse		NiCl2 6-hydrate	anhydrous
dsmz_144	Na2SeO3 5-hydrate	CHEBI:48843						json	Na2SeO3	Na2SeO3	5	Na2SeO3.5H2O	CHEBI:48843	sodium selenite	Na2O3Se	172.94	90.075	263.015	high	direct_parse		Na2SeO3 5-hydrate	anhydrous
dsmz_144	Biotin	CHEBI:15956						json	Biotin	Biotin	0	Biotin	CHEBI:15956	biotin	C10H16N2O3S	100.0	0.0	100.0	high	no_hydration		Biotin	anhydrous
dsmz_144	Folic acid	CHEBI:27470						json	Folic acid	Folicacid	0	Folicacid	CHEBI:27470	folic acid	C19H19N7O6	100.0	0.0	100.0	high	no_hydration		Folic acid	anhydrous
dsmz_144	Pyridoxine hydrochloride	CHEBI:30961						json	Pyridoxine hydrochloride	Pyridoxinehydrochloride	0	Pyridoxinehydrochloride	CHEBI:30961	pyridoxine hydrochloride	C8H12ClNO3	100.0	0.0	100.0	high	no_hydration		Pyridoxine hydrochloride	anhydrous
dsmz_144	Thiamine HCl	CHEBI:49105						json	Thiamine HCl	ThiamineHCl	0	ThiamineHCl	CHEBI:49105	thiamine hydrochloride	C12H18Cl2N4OS	100.0	0.0	100.0	high	no_hydration		Thiamine HCl	anhydrous
dsmz_144	Nicotinic acid	CHEBI:15940						json	Nicotinic acid	Nicotinicacid	0	Nicotinicacid	CHEBI:15940	nicotinic acid	C6H5NO2	100.0	0.0	100.0	high	no_hydration		Nicotinic acid	anhydrous
dsmz_144	p-Aminobenzoic acid	CHEBI:30753						json	p-Aminobenzoic acid	p-Aminobenzoicacid	0	p-Aminobenzoicacid	CHEBI:30753	4-aminobenzoic acid	C7H7NO2	100.0	0.0	100.0	high	no_hydration		p-Aminobenzoic acid	anhydrous
dsmz_144	(DL)-alpha-Lipoic acid	CHEBI:43796						json	(DL)-alpha-Lipoic acid	(DL)-alpha-Lipoicacid	0	(DL)-alpha-Lipoicacid	CHEBI:43796	alpha-lipoic acid	C8H14O2S2	100.0	0.0	100.0	high	no_hydration		(DL)-alpha-Lipoic acid	anhydrous
dsmz_542	Glucose	CHEBI:42758	17.5		g/L			json	Glucose	Glucose	0	Glucose	CHEBI:42758	D-glucose	C6H12O6	100.0	0.0	100.0	high	no_hydration	175.0	Glucose	anhydrous
dsmz_298	KH2PO4	CHEBI:63036	0.2		g/L			json	KH2PO4	KH2PO4	0	KH2PO4	CHEBI:63036	potassium dihydrogen phosphate	H2KO4P	136.09	0.0	136.09	high	no_hydration	1.469616	KH2PO4	anhydrous
dsmz_298	NH4Cl	CHEBI:31206	0.25		g/L			json	NH4Cl	NH4Cl	0	NH4Cl	CHEBI:31206	ammonium chloride	ClH4N	53.49	0.0	53.49	high	no_hydration	4.673771	NH4Cl	anhydrous
dsmz_298	NaCl	CHEBI:26710	1.0		g/L			json	NaCl	NaCl	0	NaCl	CHEBI:26710	sodium chloride	NaCl	58.44	0.0	58.44	high	no_hydration	17.111567	NaCl	anhydrous
dsmz_298	MgCl2 6-hydrate	CHEBI:6636	0.4		g/L			json	MgCl2	MgCl2	6	MgCl2.6H2O	CHEBI:6636	magnesium chloride	Cl2Mg	95.21	108.09	203.3	high	direct_parse	4.0	MgCl2 6-hydrate	anhydrous
dsmz_298	KCl	CHEBI:32588	0.5		g/L			json	KCl	KCl	0	KCl	CHEBI:32588	potassium chloride	ClK	74.55	0.0	74.55	high	no_hydration	6.706908	KCl	anhydrous
dsmz_298	CaCl2 2-hydrate	CHEBI:3312	0.15		g/L			json	CaCl2	CaCl2	2	CaCl2.2H2O	CHEBI:3312	calcium chloride	CaCl2	110.98	36.03	147.01	high	direct_parse	1.5	CaCl2 2-hydrate	anhydrous
dsmz_298	Sodium resazurin	CAS-RN:62758-13-8	1.0		ml/L			json	Sodium resazurin	Sodiumresazurin	0	Sodiumresazurin				100.0	0.0	100.0	high	no_hydration	10.0	Sodium resazurin	anhydrous
dsmz_298	Na2CO3	CHEBI:29377	0.5		ml/L			json	Na2CO3	Na2CO3	0	Na2CO3	CHEBI:29377	sodium carbonate	CNa2O3	100.0	0.0	100.0	high	no_hydration	5.0	Na2CO3	anhydrous
dsmz_298	Na2S 9-hydrate	CHEBI:75769	1.5		g/L			json	Na2S	Na2S	9	Na2S.9H2O	CHEBI:75769	sodium sulfide	Na2S	78.05	162.135	240.185	high	direct_parse	15.0	Na2S 9-hydrate	anhydrous
ccap_JM	(2) KH2PO4	PubChem:23710200						json	(2) KH2PO4	(2)KH2PO4	0	(2)KH2PO4				100.0	0.0	100.0	high	no_hydration		(2) KH2PO4	anhydrous
ccap_JM	(3) MgSO4 7-hydrate							json	(3) MgSO4	(3) MgSO4	7	(3) MgSO4.7H2O				120.38	126.105	246.485	high	direct_parse		(3) MgSO4	hydrated
ccap_JM	(4) NaHCO3	CHEBI:32139						json	(4) NaHCO3	(4)NaHCO3	0	(4)NaHCO3	CHEBI:32139	sodium hydrogencarbonate	CHNaO3	100.0	0.0	100.0	high	no_hydration		(4) NaHCO3	anhydrous
ccap_JM	(5) FeNa-EDTA	CAS-RN:15708-41-5						json	(5) FeNa-EDTA	(5)FeNa-EDTA	0	(5)FeNa-EDTA				100.0	0.0	100.0	high	no_hydration		(5) FeNa-EDTA	anhydrous
ccap_JM	Na2EDTA	CHEBI:64734						json	Na2EDTA	Na2EDTA	0	Na2EDTA	CHEBI:64734			100.0	0.0	100.0	high	no_hydration		Na2EDTA	anhydrous
ccap_JM	Thiamine HCl	CHEBI:49105						json	Thiamine HCl	ThiamineHCl	0	ThiamineHCl	CHEBI:49105	thiamine hydrochloride	C12H18Cl2N4OS	100.0	0.0	100.0	high	no_hydration		Thiamine HCl	anhydrous
ccap_JM	Biotin	CHEBI:15956						json	Biotin	Biotin	0	Biotin	CHEBI:15956	biotin	C10H16N2O3S	100.0	0.0	100.0	high	no_hydration		Biotin	anhydrous
dsmz_60	MgSO4 7-hydrate	CHEBI:32599						json	MgSO4	MgSO4	7	MgSO4.7H2O	CHEBI:32599	magnesium sulfate	MgO4S	120.37	126.105	246.475	high	direct_parse		MgSO4 7-hydrate	anhydrous
dsmz_60	Tryptone	CAS-RN:84843-69-6						json	Tryptone	Tryptone	0	Tryptone				100.0	0.0	100.0	high	no_hydration		Tryptone	anhydrous
dsmz_60	Yeast extract	CAS-RN:8013-01-2						json	Yeast extract	Yeastextract	0	Yeastextract				100.0	0.0	100.0	high	no_hydration		Yeast extract	anhydrous
dsmz_60	Sodium resazurin	CAS-RN:62758-13-8						json	Sodium resazurin	Sodiumresazurin	0	Sodiumresazurin				100.0	0.0	100.0	high	no_hydration		Sodium resazurin	anhydrous
dsmz_60	K2HPO4	CHEBI:131527						json	K2HPO4	K2HPO4	0	K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate	HK2O4P	100.0	0.0	100.0	high	no_hydration		K2HPO4	anhydrous
dsmz_60	KH2PO4	CHEBI:63036						json	KH2PO4	KH2PO4	0	KH2PO4	CHEBI:63036	potassium dihydrogen phosphate	H2KO4P	136.09	0.0	136.09	high	no_hydration		KH2PO4	anhydrous
dsmz_60	Glucose	CHEBI:42758						json	Glucose	Glucose	0	Glucose	CHEBI:42758	D-glucose	C6H12O6	100.0	0.0	100.0	high	no_hydration		Glucose	anhydrous
dsmz_60	Na2CO3	CHEBI:29377						json	Na2CO3	Na2CO3	0	Na2CO3	CHEBI:29377	sodium carbonate	CNa2O3	100.0	0.0	100.0	high	no_hydration		Na2CO3	anhydrous
dsmz_60	L-Cysteine HCl x H2O	CHEBI:91247						json	L-Cysteine HCl	L-Cysteine HCl	1	L-Cysteine HCl.1H2O	CHEBI:91247	L-cysteine hydrochloride	C3H8ClNO2S	36.458000000000006	18.015	54.473000000000006	high	direct_parse		L-Cysteine HCl	hydrated
dsmz_60	Na2S 9-hydrate	CHEBI:75769						json	Na2S	Na2S	9	Na2S.9H2O	CHEBI:75769	sodium sulfide	Na2S	78.05	162.135	240.185	high	direct_parse		Na2S 9-hydrate	anhydrous
dsmz_86	CaSO4 2-hydrate	CHEBI:31346	100.0		mg/L			json	CaSO4	CaSO4	2	CaSO4.2H2O	CHEBI:31346			136.14	36.03	172.17	high	direct_parse	1000.0	CaSO4 2-hydrate	anhydrous
dsmz_86	MgSO4 7-hydrate	CHEBI:32599	60.0		mg/L			json	MgSO4	MgSO4	7	MgSO4.7H2O	CHEBI:32599	magnesium sulfate	MgO4S	120.37	126.105	246.475	high	direct_parse	600.0	MgSO4 7-hydrate	anhydrous
dsmz_86	NaCl	CHEBI:26710	100.0		mg/L			json	NaCl	NaCl	0	NaCl	CHEBI:26710	sodium chloride	NaCl	58.44	0.0	58.44	high	no_hydration	1711.156742	NaCl	anhydrous
dsmz_86	KNO3	CHEBI:29795	8.0		mg/L			json	KNO3	KNO3	0	KNO3	CHEBI:29795			100.0	0.0	100.0	high	no_hydration	80.0	KNO3	anhydrous
dsmz_86	NaNO3	CHEBI:63005	103.0		mg/L			json	NaNO3	NaNO3	0	NaNO3	CHEBI:63005	sodium nitrate	NNaO3	100.0	0.0	100.0	high	no_hydration	1030.0	NaNO3	anhydrous
dsmz_86	Na2HPO4 2-hydrate		689.0		mg/L			json	Na2HPO4	Na2HPO4	2	Na2HPO4.2H2O				141.958	36.03	177.988	high	direct_parse	6890.0	Na2HPO4	hydrated
dsmz_86	FeCl3 6-hydrate	CHEBI:30808	140.0		mg/L			json	FeCl3	FeCl3	6	FeCl3.6H2O	CHEBI:30808	iron(2+) chloride	Cl2Fe	162.2	108.09	270.28999999999996	high	direct_parse	1400.0	FeCl3 6-hydrate	anhydrous
dsmz_86	MnSO4 x H2O	CHEBI:75211	0.47		mg/L			json	MnSO4	MnSO4	1	MnSO4.1H2O	CHEBI:75211	manganese(2+) sulfate	MnO4S	151.0	18.015	169.015	high	direct_parse	4.7	MnSO4	hydrated
dsmz_86	ZnSO4 7-hydrate	CHEBI:35176	2.2		mg/L			json	ZnSO4	ZnSO4	7	ZnSO4.7H2O	CHEBI:35176	zinc sulfate	O4SZn	161.47	126.105	287.575	high	direct_parse	22.0	ZnSO4 7-hydrate	anhydrous
dsmz_86	H3BO3	CHEBI:33118	0.5		mg/L			json	H3BO3	H3BO3	0	H3BO3	CHEBI:33118	boric acid	BH3O3	100.0	0.0	100.0	high	no_hydration	5.0	H3BO3	anhydrous
dsmz_86	CuSO4 5-hydrate	CHEBI:23414	0.5		mg/L			json	CuSO4	CuSO4	5	CuSO4.5H2O	CHEBI:23414	copper(2+) sulfate	CuO4S	159.61	90.075	249.685	high	direct_parse	5.0	CuSO4 5-hydrate	anhydrous
dsmz_86	Na2MoO4 2-hydrate	CHEBI:75215	25.0		g/L			json	Na2MoO4	Na2MoO4	2	Na2MoO4.2H2O	CHEBI:75215	sodium molybdate	MoNa2O4	205.92	36.03	241.95	high	direct_parse	250.0	Na2MoO4 2-hydrate	anhydrous
dsmz_86	CoCl2 6-hydrate	CHEBI:35696	25.0		g/L			json	CoCl2	CoCl2	6	CoCl2.6H2O	CHEBI:35696	cobalt(2+) chloride	Cl2Co	129.84	108.09	237.93	high	direct_parse	250.0	CoCl2 6-hydrate	anhydrous
dsmz_86	Tryptone	CAS-RN:84843-69-6	46.0		ml/L			json	Tryptone	Tryptone	0	Tryptone				100.0	0.0	100.0	high	no_hydration	460.0	Tryptone	anhydrous
dsmz_86	Yeast extract	CAS-RN:8013-01-2	1.0		g/L			json	Yeast extract	Yeastextract	0	Yeastextract				100.0	0.0	100.0	high	no_hydration	10.0	Yeast extract	anhydrous
dsmz_646	646. RABBIT BLOOD AGAR	medium:646						json	646. RABBIT BLOOD AGAR	646.RABBITBLOODAGAR	0	646.RABBITBLOODAGAR				100.0	0.0	100.0	high	no_hydration		646. RABBIT BLOOD AGAR	anhydrous
dsmz_678	NH4Cl	CHEBI:31206	1.0		g/L			json	NH4Cl	NH4Cl	0	NH4Cl	CHEBI:31206	ammonium chloride	ClH4N	53.49	0.0	53.49	high	no_hydration	18.695083	NH4Cl	anhydrous
dsmz_678	MgCl2 6-hydrate	CHEBI:6636	1.0		g/L			json	MgCl2	MgCl2	6	MgCl2.6H2O	CHEBI:6636	magnesium chloride	Cl2Mg	95.21	108.09	203.3	high	direct_parse	10.0	MgCl2 6-hydrate	anhydrous
dsmz_678	CaCl2 2-hydrate	CHEBI:3312	0.4		g/L			json	CaCl2	CaCl2	2	CaCl2.2H2O	CHEBI:3312	calcium chloride	CaCl2	110.98	36.03	147.01	high	direct_parse	4.0	CaCl2 2-hydrate	anhydrous
dsmz_678	K2HPO4 3-hydrate		0.4		g/L			json	K2HPO4	K2HPO4	3	K2HPO4.3H2O				174.18	54.045	228.225	high	direct_parse	4.0	K2HPO4	hydrated
dsmz_678	Modified Wolin's mineral solution	solution:241	10.0		ml/L			json	Modified Wolin's mineral solution	ModifiedWolin'smineralsolution	0	ModifiedWolin'smineralsolution				100.0	0.0	100.0	high	no_hydration	100.0	Modified Wolin's mineral solution	anhydrous
