medium_id	original	mapped	chebi_label	chebi_formula	value	concentration	unit	mmol_l	optional	source	normalized_compound	hydration_number	chebi_match	chebi_id	chebi_original_name	similarity_score	match_confidence	matching_method	mapping_status	mapping_quality	base_compound	base_formula	water_molecules	hydrate_formula	base_chebi_id	base_chebi_label	base_chebi_formula	hydration_state	hydration_parsing_method	hydration_confidence	base_compound_for_mapping	base_molecular_weight	water_molecular_weight	hydrated_molecular_weight	corrected_mmol_l	hydrated_chebi_id	hydrated_chebi_label	hydrate_mapping_source
jcm_231_composition	Resazurin	CHEBI:8806	Resazurin	C12H7NO4	1.0		mg			json		0							original_only	good	Resazurin	Resazurin		Resazurin					no_hydration	high		100.0	0.0	100.0	10.0			
jcm_231_composition	Trace vitamins (see Medium No.197)	ingredient:1784			10.0		ml			json		0							original_only	good	Trace vitamins (see Medium No.197)	Tracevitamins(seeMediumNo.197)		Tracevitamins(seeMediumNo.197)					no_hydration	high		100.0	0.0	100.0	100.0			
jcm_231_composition	ZnSO4·7H2O	CHEBI:32312	zinc sulfate heptahydrate	7H2O.O4S.Zn	0.18		g			json		0							original_only	good	ZnSO4·7H2O	ZnSO4·7H2O		ZnSO4·7H2O					no_hydration	high		100.0	0.0	100.0	1.8			
jcm_232_composition	CaCl2·2H2O	CHEBI:86158	calcium chloride dihydrate	Ca.2Cl.2H2O	0.14		g			json		0							original_only	good	CaCl2·2H2O	CaCl2·2H2O		CaCl2·2H2O					no_hydration	high		100.0	0.0	100.0	1.4			
jcm_232_composition	Fe(NH4)2(SO4)2·6H2O	CHEBI:76181			0.01		g			json		0							original_only	good	Fe(NH4)2(SO4)2·6H2O	Fe(NH4)2(SO4)2·6H2O		Fe(NH4)2(SO4)2·6H2O					no_hydration	high		100.0	0.0	100.0	0.1			
jcm_232_composition	K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate	HO4P.2K	0.14		g			json		0							original_only	good	K2HPO4	K2HPO4		K2HPO4					no_hydration	high		100.0	0.0	100.0	1.4			
jcm_232_composition	KCl	CHEBI:32588	potassium chloride	Cl.K	0.33		g			json		0							original_only	good	KCl	KCl		KCl					no_hydration	high		74.55	0.0	74.55	4.426559			
jcm_232_composition	MgCl2·6H2O	CHEBI:86345	magnesium dichloride hexahydrate	2Cl.6H2O.Mg	2.7		g			json		0							original_only	good	MgCl2·6H2O	MgCl2·6H2O		MgCl2·6H2O					no_hydration	high		100.0	0.0	100.0	27.0			
jcm_232_composition	MgSO4·7H2O	CHEBI:32599	magnesium sulfate	Mg.O4S	3.4		g			json		0							original_only	good	MgSO4·7H2O	MgSO4·7H2O		MgSO4·7H2O					no_hydration	high		100.0	0.0	100.0	34.0			
jcm_232_composition	NH4Cl	CHEBI:31206	ammonium chloride	Cl.H4N	0.25		g			json		0							original_only	good	NH4Cl	NH4Cl		NH4Cl					no_hydration	high		53.49	0.0	53.49	4.673771			
jcm_232_composition	Na2SeO3·5H2O	CHEBI:48843	disodium selenite	2Na.O3Se	0.5		mg			json		0							original_only	good	Na2SeO3·5H2O	Na2SeO3·5H2O		Na2SeO3·5H2O					no_hydration	high		100.0	0.0	100.0	5.0			
jcm_232_composition	Na2S·9H2O	CHEBI:76209	sodium sulfide nonahydrate	9H2O.2Na.S	0.5		g			json		0							original_only	good	Na2S·9H2O	Na2S·9H2O		Na2S·9H2O					no_hydration	high		100.0	0.0	100.0	5.0			
jcm_232_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	30.0		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	513.347023			
jcm_232_composition	NaHCO3	CHEBI:32139	sodium hydrogencarbonate	CHO3.Na	1.0		g			json		0							original_only	good	NaHCO3	NaHCO3		NaHCO3					no_hydration	high		100.0	0.0	100.0	10.0			
jcm_232_composition	NiCl2·6H2O	CHEBI:34887	nickel dichloride	Cl2Ni	0.75		mg			json		0							original_only	good	NiCl2·6H2O	NiCl2·6H2O		NiCl2·6H2O					no_hydration	high		100.0	0.0	100.0	7.5			
jcm_232_composition	Resazurin	CHEBI:8806	Resazurin	C12H7NO4	1.0		mg			json		0							original_only	good	Resazurin	Resazurin		Resazurin					no_hydration	high		100.0	0.0	100.0	10.0			
jcm_232_composition	Trace minerals (see Medium No.151)	ingredient:1883			10.0		ml			json		0							original_only	good	Trace minerals (see Medium No.151)	Traceminerals(seeMediumNo.151)		Traceminerals(seeMediumNo.151)					no_hydration	high		100.0	0.0	100.0	100.0			
jcm_232_composition	Trace vitamins (see Medium No.197)	ingredient:1784			10.0		ml			json		0							original_only	good	Trace vitamins (see Medium No.197)	Tracevitamins(seeMediumNo.197)		Tracevitamins(seeMediumNo.197)					no_hydration	high		100.0	0.0	100.0	100.0			
jcm_235_composition	CaSO4·2H2O	CHEBI:32583	calcium sulfate dihydrate	Ca.2H2O.O4S	0.65		g			json		0							original_only	good	CaSO4·2H2O	CaSO4·2H2O		CaSO4·2H2O					no_hydration	high		100.0	0.0	100.0	6.5			
jcm_235_composition	KCl	CHEBI:32588	potassium chloride	Cl.K	0.35		g			json		0							original_only	good	KCl	KCl		KCl					no_hydration	high		74.55	0.0	74.55	4.694836			
jcm_235_composition	MgCl2·6H2O	CHEBI:86345	magnesium dichloride hexahydrate	2Cl.6H2O.Mg	5.4		g			json		0							original_only	good	MgCl2·6H2O	MgCl2·6H2O		MgCl2·6H2O					no_hydration	high		100.0	0.0	100.0	54.0			
jcm_235_composition	MgSO4·7H2O	CHEBI:32599	magnesium sulfate	Mg.O4S	2.65		g			json		0							original_only	good	MgSO4·7H2O	MgSO4·7H2O		MgSO4·7H2O					no_hydration	high		100.0	0.0	100.0	26.5			
jcm_235_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	15.0		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	256.673511			
jcm_235_composition	Peptone	PubChem:167312541			8.0		g			json		0							original_only	good	Peptone	Peptone		Peptone					no_hydration	high		100.0	0.0	100.0	80.0			
jcm_235_composition	Yeast extract	FOODON:03315426			3.0		g			json		0							original_only	good	Yeast extract	Yeastextract		Yeastextract					no_hydration	high		100.0	0.0	100.0	30.0			
jcm_236_composition	Na2S·9H2O	CHEBI:76209	sodium sulfide nonahydrate	9H2O.2Na.S	0.5		g			json		0							original_only	good	Na2S·9H2O	Na2S·9H2O		Na2S·9H2O					no_hydration	high		100.0	0.0	100.0	5.0			
jcm_236_composition	Resazurin	CHEBI:8806	Resazurin	C12H7NO4	1.0		mg			json		0							original_only	good	Resazurin	Resazurin		Resazurin					no_hydration	high		100.0	0.0	100.0	10.0			
jcm_236_composition	Sulfur (powder)	CHEBI:14258			10.0		g			json		0							original_only	good	Sulfur (powder)	Sulfur(powder)		Sulfur(powder)					no_hydration	high		100.0	0.0	100.0	100.0			
jcm_236_composition	Trace vitamins (see Medium No.197)	ingredient:1784			10.0		ml			json		0							original_only	good	Trace vitamins (see Medium No.197)	Tracevitamins(seeMediumNo.197)		Tracevitamins(seeMediumNo.197)					no_hydration	high		100.0	0.0	100.0	100.0			
jcm_236_composition	Trisodium citrate·2H2O	CHEBI:53258	sodium citrate	C6H5O7.3Na	2.94		g			json		0							original_only	good	Trisodium citrate·2H2O	Trisodiumcitrate·2H2O		Trisodiumcitrate·2H2O					no_hydration	high		100.0	0.0	100.0	29.4			
jcm_237_composition	CaCl2·2H2O	CHEBI:86158	calcium chloride dihydrate	Ca.2Cl.2H2O	2.25		g			json		0							original_only	good	CaCl2·2H2O	CaCl2·2H2O		CaCl2·2H2O					no_hydration	high		100.0	0.0	100.0	22.5			
jcm_237_composition	Citric acid	CHEBI:53258	sodium citrate	C6H5O7.3Na	10.0		mg			json		0							original_only	good	Citric acid	Citricacid		Citricacid					no_hydration	high		100.0	0.0	100.0	100.0			
jcm_237_composition	H3BO3	CHEBI:33118	boric acid	H3BO3	30.0		mg			json		0							original_only	good	H3BO3	H3BO3		H3BO3					no_hydration	high		100.0	0.0	100.0	300.0			
jcm_237_composition	KCl	CHEBI:32588	potassium chloride	Cl.K	0.65		g			json		0							original_only	good	KCl	KCl		KCl					no_hydration	high		74.55	0.0	74.55	8.718981			
jcm_237_composition	KI	CHEBI:8346	potassium iodide	I.K	0.05		mg			json		0							original_only	good	KI	KI		KI					no_hydration	high		100.0	0.0	100.0	0.5			
jcm_237_composition	MgCl2·6H2O	CHEBI:86345	magnesium dichloride hexahydrate	2Cl.6H2O.Mg	5.5		g			json		0							original_only	good	MgCl2·6H2O	MgCl2·6H2O		MgCl2·6H2O					no_hydration	high		100.0	0.0	100.0	55.0			
jcm_237_composition	MgSO4·7H2O	CHEBI:32599	magnesium sulfate	Mg.O4S	7.0		g			json		0							original_only	good	MgSO4·7H2O	MgSO4·7H2O		MgSO4·7H2O					no_hydration	high		100.0	0.0	100.0	70.0			
jcm_237_composition	Na2S·9H2O	CHEBI:76209	sodium sulfide nonahydrate	9H2O.2Na.S	0.5		g			json		0							original_only	good	Na2S·9H2O	Na2S·9H2O		Na2S·9H2O					no_hydration	high		100.0	0.0	100.0	5.0			
jcm_237_composition	NaBr	CHEBI:63004	sodium bromide	Br.Na	0.1		g			json		0							original_only	good	NaBr	NaBr		NaBr					no_hydration	high		100.0	0.0	100.0	1.0			
jcm_237_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	20.0		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	342.231348			
jcm_237_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	27.7		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	473.990418			
jcm_237_composition	NiCl2·6H2O	CHEBI:34887	nickel dichloride	Cl2Ni	2.0		mg			json		0							original_only	good	NiCl2·6H2O	NiCl2·6H2O		NiCl2·6H2O					no_hydration	high		100.0	0.0	100.0	20.0			
jcm_237_composition	Resazurin	CHEBI:8806	Resazurin	C12H7NO4	1.0		mg			json		0							original_only	good	Resazurin	Resazurin		Resazurin					no_hydration	high		100.0	0.0	100.0	10.0			
jcm_237_composition	SrCl2·6H2O	CHEBI:36385	strontium dichloride hexahydrate	Cl2Sr.6H2O	15.0		mg			json		0							original_only	good	SrCl2·6H2O	SrCl2·6H2O		SrCl2·6H2O					no_hydration	high		100.0	0.0	100.0	150.0			
jcm_237_composition	Trace minerals (see Medium No.151)	ingredient:1883			15.0		ml			json		0							original_only	good	Trace minerals (see Medium No.151)	Traceminerals(seeMediumNo.151)		Traceminerals(seeMediumNo.151)					no_hydration	high		100.0	0.0	100.0	150.0			
jcm_239_composition	Agar	CHEBI:2509	agar		15.0		g			json		0							original_only	good	Agar	Agar		Agar					no_hydration	high		100.0	0.0	100.0	150.0			
jcm_239_composition	Calcium pantothenate	CHEBI:31345	Calcium pantothenate	2C9H16NO5.Ca	10.0		mg			json		0							original_only	good	Calcium pantothenate	Calciumpantothenate		Calciumpantothenate					no_hydration	high		100.0	0.0	100.0	100.0			
jcm_239_composition	D-Biotin	CHEBI:15956	biotin	C10H16N2O3S	5.0		mg			json		0							original_only	good	D-Biotin	D-Biotin		D-Biotin					no_hydration	high		100.0	0.0	100.0	50.0			
jcm_239_composition	Glycerol	CHEBI:15978	sn-glycerol 3-phosphate	C3H9O6P	2.0		g			json		0							original_only	good	Glycerol	Glycerol		Glycerol					no_hydration	high		100.0	0.0	100.0	20.0			
jcm_239_composition	K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate	HO4P.2K	1.0		g			json		0							original_only	good	K2HPO4	K2HPO4		K2HPO4					no_hydration	high		100.0	0.0	100.0	10.0			
jcm_239_composition	L-Asparagine	CHEBI:17196	L-asparagine	C4H8N2O3	1.0		g			json		0							original_only	good	L-Asparagine	L-Asparagine		L-Asparagine					no_hydration	high		100.0	0.0	100.0	10.0			
jcm_239_composition	MnCl2·4H2O	PubChem:30200			0.1		g			json		0							original_only	good	MnCl2·4H2O	MnCl2·4H2O		MnCl2·4H2O					no_hydration	high		100.0	0.0	100.0	1.0			
jcm_239_composition	Nicotinate	CHEBI:10716816			10.0		mg			json		0							original_only	good	Nicotinate	Nicotinate		Nicotinate					no_hydration	high		100.0	0.0	100.0	100.0			
jcm_239_composition	Pyridoxine·HCl	CHEBI:131531	pyridoxamine hydrochloride	C8H12N2O2.HCl	10.0		mg			json		0							original_only	good	Pyridoxine·HCl	Pyridoxine·HCl		Pyridoxine·HCl					no_hydration	high		100.0	0.0	100.0	100.0			
jcm_239_composition	Riboflavin	CHEBI:17015	riboflavin	C17H20N4O6	10.0		mg			json		0							original_only	good	Riboflavin	Riboflavin		Riboflavin					no_hydration	high		100.0	0.0	100.0	100.0			
jcm_239_composition	Thiamine·HCl	CHEBI:49105	thiamine hydrochloride	C12H17N4OS.Cl.HCl	10.0		mg			json		0							original_only	good	Thiamine·HCl	Thiamine·HCl		Thiamine·HCl					no_hydration	high		100.0	0.0	100.0	100.0			
jcm_239_composition	ZnSO4·7H2O	CHEBI:32312	zinc sulfate heptahydrate	7H2O.O4S.Zn	0.1		g			json		0							original_only	good	ZnSO4·7H2O	ZnSO4·7H2O		ZnSO4·7H2O					no_hydration	high		100.0	0.0	100.0	1.0			
jcm_239_composition	myo-Inositol	CHEBI:17268	myo-inositol	C6H12O6	10.0		mg			json		0							original_only	good	myo-Inositol	myo-Inositol		myo-Inositol					no_hydration	high		100.0	0.0	100.0	100.0			
jcm_239_composition	p-Aminobenzoic acid	CHEBI:30753	4-aminobenzoic acid	C7H7NO2	10.0		mg			json		0							original_only	good	p-Aminobenzoic acid	p-Aminobenzoicacid		p-Aminobenzoicacid					no_hydration	high		100.0	0.0	100.0	100.0			
jcm_23_composition	Agar	CHEBI:2509	agar		15.0		g			json		0							original_only	good	Agar	Agar		Agar					no_hydration	high		100.0	0.0	100.0	150.0			
jcm_23_composition	Beef extract	FOODON:03302088			1.0		g			json		0							original_only	good	Beef extract	Beefextract		Beefextract					no_hydration	high		100.0	0.0	100.0	10.0			
jcm_23_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	0.5		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	8.555784			
jcm_23_composition	Peptone	PubChem:167312541			1.0		g			json		0							original_only	good	Peptone	Peptone		Peptone					no_hydration	high		100.0	0.0	100.0	10.0			
jcm_240_composition	Agar	CHEBI:2509	agar		2.0		g			json		0							original_only	good	Agar	Agar		Agar					no_hydration	high		100.0	0.0	100.0	20.0			
jcm_240_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	30.0		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	513.347023			
jcm_242_composition	(NH4)2SO4	CHEBI:62946	ammonium sulfate	2H4N.O4S	0.3		g			json		0							original_only	good	(NH4)2SO4	(NH4)2SO4		(NH4)2SO4					no_hydration	high		100.0	0.0	100.0	3.0			
jcm_242_composition	CaCl2·2H2O	CHEBI:86158	calcium chloride dihydrate	Ca.2Cl.2H2O	8.0		mg			json		0							original_only	good	CaCl2·2H2O	CaCl2·2H2O		CaCl2·2H2O					no_hydration	high		100.0	0.0	100.0	80.0			
jcm_242_composition	K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate	HO4P.2K	0.3		g			json		0							original_only	good	K2HPO4	K2HPO4		K2HPO4					no_hydration	high		100.0	0.0	100.0	3.0			
jcm_242_composition	MgSO4·7H2O	CHEBI:32599	magnesium sulfate	Mg.O4S	0.13		g			json		0							original_only	good	MgSO4·7H2O	MgSO4·7H2O		MgSO4·7H2O					no_hydration	high		100.0	0.0	100.0	1.3			
jcm_242_composition	Na2S·9H2O	CHEBI:76209	sodium sulfide nonahydrate	9H2O.2Na.S	0.5		g			json		0							original_only	good	Na2S·9H2O	Na2S·9H2O		Na2S·9H2O					no_hydration	high		100.0	0.0	100.0	5.0			
jcm_242_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	0.6		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	10.26694			
jcm_242_composition	NaHCO3	CHEBI:32139	sodium hydrogencarbonate	CHO3.Na	5.0		g			json		0							original_only	good	NaHCO3	NaHCO3		NaHCO3					no_hydration	high		100.0	0.0	100.0	50.0			
jcm_242_composition	Resazurin	CHEBI:8806	Resazurin	C12H7NO4	1.0		mg			json		0							original_only	good	Resazurin	Resazurin		Resazurin					no_hydration	high		100.0	0.0	100.0	10.0			
jcm_242_composition	Sodium acetate	CHEBI:32954	sodium acetate	C2H3O2.Na	2.5		g			json		0							original_only	good	Sodium acetate	Sodiumacetate		Sodiumacetate					no_hydration	high		100.0	0.0	100.0	25.0			
jcm_242_composition	Sodium formate	CHEBI:62965	sodium formate	CHO2.Na	2.5		g			json		0							original_only	good	Sodium formate	Sodiumformate		Sodiumformate					no_hydration	high		100.0	0.0	100.0	25.0			
jcm_242_composition	Trace minerals (see Medium No.151)	ingredient:1883			10.0		ml			json		0							original_only	good	Trace minerals (see Medium No.151)	Traceminerals(seeMediumNo.151)		Traceminerals(seeMediumNo.151)					no_hydration	high		100.0	0.0	100.0	100.0			
jcm_242_composition	Trace vitamins (see Medium No.197)	ingredient:1784			10.0		ml			json		0							original_only	good	Trace vitamins (see Medium No.197)	Tracevitamins(seeMediumNo.197)		Tracevitamins(seeMediumNo.197)					no_hydration	high		100.0	0.0	100.0	100.0			
jcm_243_composition	CaCl2·2H2O	CHEBI:86158	calcium chloride dihydrate	Ca.2Cl.2H2O	0.08		g			json		0							original_only	good	CaCl2·2H2O	CaCl2·2H2O		CaCl2·2H2O					no_hydration	high		100.0	0.0	100.0	0.8			
jcm_243_composition	CaCl2·2H2O	CHEBI:86158	calcium chloride dihydrate	Ca.2Cl.2H2O	0.1		g			json		0							original_only	good	CaCl2·2H2O	CaCl2·2H2O		CaCl2·2H2O					no_hydration	high		100.0	0.0	100.0	1.0			
jcm_243_composition	CuCl2·2H2O	CHEBI:86318	copper(II) chloride dihydrate	Cl2Cu.2H2O	0.025		g			json		0							original_only	good	CuCl2·2H2O	CuCl2·2H2O		CuCl2·2H2O					no_hydration	high		100.0	0.0	100.0	0.25			
jcm_243_composition	FeCl3·6H2O	CHEBI:86254	iron trichloride hexahydrate	Cl3Fe.6H2O	1.35		g			json		0							original_only	good	FeCl3·6H2O	FeCl3·6H2O		FeCl3·6H2O					no_hydration	high		100.0	0.0	100.0	13.5			
jcm_243_composition	H3BO3	CHEBI:33118	boric acid	H3BO3	0.01		g			json		0							original_only	good	H3BO3	H3BO3		H3BO3					no_hydration	high		100.0	0.0	100.0	0.1			
jcm_243_composition	KHCO3	CHEBI:81862	potassium hydrogencarbonate	CHO3.K	4.0		g			json		0							original_only	good	KHCO3	KHCO3		KHCO3					no_hydration	high		100.0	0.0	100.0	40.0			
jcm_243_composition	MgCl2·6H2O	CHEBI:86345	magnesium dichloride hexahydrate	2Cl.6H2O.Mg	0.1		g			json		0							original_only	good	MgCl2·6H2O	MgCl2·6H2O		MgCl2·6H2O					no_hydration	high		100.0	0.0	100.0	1.0			
jcm_243_composition	MnCl2·4H2O	PubChem:30200			0.1		g			json		0							original_only	good	MnCl2·4H2O	MnCl2·4H2O		MnCl2·4H2O					no_hydration	high		100.0	0.0	100.0	1.0			
jcm_243_composition	NH4Cl	CHEBI:31206	ammonium chloride	Cl.H4N	1.0		g			json		0							original_only	good	NH4Cl	NH4Cl		NH4Cl					no_hydration	high		53.49	0.0	53.49	18.695083			
jcm_243_composition	Na2SeO3·5H2O	CHEBI:48843	disodium selenite	2Na.O3Se	0.026		g			json		0							original_only	good	Na2SeO3·5H2O	Na2SeO3·5H2O		Na2SeO3·5H2O					no_hydration	high		100.0	0.0	100.0	0.26			
jcm_243_composition	Na2S·9H2O	CHEBI:76209	sodium sulfide nonahydrate	9H2O.2Na.S	0.5		g			json		0							original_only	good	Na2S·9H2O	Na2S·9H2O		Na2S·9H2O					no_hydration	high		100.0	0.0	100.0	5.0			
jcm_243_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	0.6		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	10.26694			
jcm_243_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	1.0		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	17.111567			
jcm_243_composition	NiCl2·6H2O	CHEBI:34887	nickel dichloride	Cl2Ni	0.12		g			json		0							original_only	good	NiCl2·6H2O	NiCl2·6H2O		NiCl2·6H2O					no_hydration	high		100.0	0.0	100.0	1.2			
jcm_243_composition	Nitrilotriacetic acid	CHEBI:44557	nitrilotriacetic acid	C6H9NO6	12.8		g			json		0							original_only	good	Nitrilotriacetic acid	Nitrilotriaceticacid		Nitrilotriaceticacid					no_hydration	high		100.0	0.0	100.0	128.0			
jcm_243_composition	Resazurin	CHEBI:8806	Resazurin	C12H7NO4	1.0		mg			json		0							original_only	good	Resazurin	Resazurin		Resazurin					no_hydration	high		100.0	0.0	100.0	10.0			
jcm_243_composition	Sodium acetate	CHEBI:32954	sodium acetate	C2H3O2.Na	6.8		g			json		0							original_only	good	Sodium acetate	Sodiumacetate		Sodiumacetate					no_hydration	high		100.0	0.0	100.0	68.0			
jcm_243_composition	Trace vitamins (see Medium No.197)	ingredient:1784			10.0		ml			json		0							original_only	good	Trace vitamins (see Medium No.197)	Tracevitamins(seeMediumNo.197)		Tracevitamins(seeMediumNo.197)					no_hydration	high		100.0	0.0	100.0	100.0			
jcm_243_composition	ZnCl2	CHEBI:49976	zinc dichloride	2Cl.Zn	0.1		g			json		0							original_only	good	ZnCl2	ZnCl2		ZnCl2					no_hydration	high		100.0	0.0	100.0	1.0			
jcm_244_composition	(NH4)2Ni(SO4)2·6H2O	CHEBI:86149	ammonium nickel sulfate hexahydrate	6H2O.2H4N.Ni.2O4S	2.0		g			json		0							original_only	good	(NH4)2Ni(SO4)2·6H2O	(NH4)2Ni(SO4)2·6H2O		(NH4)2Ni(SO4)2·6H2O					no_hydration	high		100.0	0.0	100.0	20.0			
jcm_244_composition	CaCl2·2H2O	CHEBI:86158	calcium chloride dihydrate	Ca.2Cl.2H2O	1.5		g			json		0							original_only	good	CaCl2·2H2O	CaCl2·2H2O		CaCl2·2H2O					no_hydration	high		100.0	0.0	100.0	15.0			
jcm_244_composition	H3BO3	CHEBI:33118	boric acid	H3BO3	0.06		g			json		0							original_only	good	H3BO3	H3BO3		H3BO3					no_hydration	high		100.0	0.0	100.0	0.6			
jcm_244_composition	KCl	CHEBI:32588	potassium chloride	Cl.K	1.3		g			json		0							original_only	good	KCl	KCl		KCl					no_hydration	high		74.55	0.0	74.55	17.437961			
jcm_244_composition	KI	CHEBI:8346	potassium iodide	I.K	0.1		mg			json		0							original_only	good	KI	KI		KI					no_hydration	high		100.0	0.0	100.0	1.0			
jcm_244_composition	MgCl2·6H2O	CHEBI:86345	magnesium dichloride hexahydrate	2Cl.6H2O.Mg	11.0		g			json		0							original_only	good	MgCl2·6H2O	MgCl2·6H2O		MgCl2·6H2O					no_hydration	high		100.0	0.0	100.0	110.0			
jcm_244_composition	MgSO4·7H2O	CHEBI:32599	magnesium sulfate	Mg.O4S	14.0		g			json		0							original_only	good	MgSO4·7H2O	MgSO4·7H2O		MgSO4·7H2O					no_hydration	high		100.0	0.0	100.0	140.0			
jcm_244_composition	Na2SeO3	CHEBI:48843	disodium selenite	2Na.O3Se	0.3		mg			json		0							original_only	good	Na2SeO3	Na2SeO3		Na2SeO3					no_hydration	high		100.0	0.0	100.0	3.0			
jcm_244_composition	Na2SeO4	CHEBI:32149	sodium sulfate	2Na.O4S	10.0		mg			json		0							original_only	good	Na2SeO4	Na2SeO4		Na2SeO4					no_hydration	high		100.0	0.0	100.0	100.0			
jcm_244_composition	Na2S·9H2O	CHEBI:76209	sodium sulfide nonahydrate	9H2O.2Na.S	0.5		g			json		0							original_only	good	Na2S·9H2O	Na2S·9H2O		Na2S·9H2O					no_hydration	high		100.0	0.0	100.0	5.0			
jcm_244_composition	Na2WO4·2H2O	CHEBI:63939	sodium tungstate dihydrate	2H2O.2Na.O4W	10.0		mg			json		0							original_only	good	Na2WO4·2H2O	Na2WO4·2H2O		Na2WO4·2H2O					no_hydration	high		100.0	0.0	100.0	100.0			
jcm_244_composition	NaBr	CHEBI:63004	sodium bromide	Br.Na	0.2		g			json		0							original_only	good	NaBr	NaBr		NaBr					no_hydration	high		100.0	0.0	100.0	2.0			
jcm_244_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	55.4		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	947.980835			
jcm_244_composition	NaHCO3	CHEBI:32139	sodium hydrogencarbonate	CHO3.Na	0.16		g			json		0							original_only	good	NaHCO3	NaHCO3		NaHCO3					no_hydration	high		100.0	0.0	100.0	1.6			
jcm_244_composition	NiCl2·6H2O	CHEBI:34887	nickel dichloride	Cl2Ni	25.0		mg			json		0							original_only	good	NiCl2·6H2O	NiCl2·6H2O		NiCl2·6H2O					no_hydration	high		100.0	0.0	100.0	250.0			
jcm_244_composition	Resazurin	CHEBI:8806	Resazurin	C12H7NO4	0.75		mg			json		0							original_only	good	Resazurin	Resazurin		Resazurin					no_hydration	high		100.0	0.0	100.0	7.5			
jcm_244_composition	SrCl2·6H2O	CHEBI:36385	strontium dichloride hexahydrate	Cl2Sr.6H2O	0.03		g			json		0							original_only	good	SrCl2·6H2O	SrCl2·6H2O		SrCl2·6H2O					no_hydration	high		100.0	0.0	100.0	0.3			
jcm_244_composition	Sulfur (powder)	CHEBI:14258			10.0		g			json		0							original_only	good	Sulfur (powder)	Sulfur(powder)		Sulfur(powder)					no_hydration	high		100.0	0.0	100.0	100.0			
jcm_244_composition	Trace minerals (see Medium No.151)	ingredient:1883			15.0		ml			json		0							original_only	good	Trace minerals (see Medium No.151)	Traceminerals(seeMediumNo.151)		Traceminerals(seeMediumNo.151)					no_hydration	high		100.0	0.0	100.0	150.0			
jcm_245_composition	Agar	CHEBI:2509	agar		15.0		g			json		0							original_only	good	Agar	Agar		Agar					no_hydration	high		100.0	0.0	100.0	150.0			
jcm_246_composition	Agar	CHEBI:2509	agar		15.0		g			json		0							original_only	good	Agar	Agar		Agar					no_hydration	high		100.0	0.0	100.0	150.0			
jcm_246_composition	CaCl2·2H2O	CHEBI:86158	calcium chloride dihydrate	Ca.2Cl.2H2O	1.0		g			json		0							original_only	good	CaCl2·2H2O	CaCl2·2H2O		CaCl2·2H2O					no_hydration	high		100.0	0.0	100.0	10.0			
jcm_246_composition	KCl	CHEBI:32588	potassium chloride	Cl.K	0.7		g			json		0							original_only	good	KCl	KCl		KCl					no_hydration	high		74.55	0.0	74.55	9.389671			
jcm_246_composition	MgCl2·6H2O	CHEBI:86345	magnesium dichloride hexahydrate	2Cl.6H2O.Mg	10.8		g			json		0							original_only	good	MgCl2·6H2O	MgCl2·6H2O		MgCl2·6H2O					no_hydration	high		100.0	0.0	100.0	108.0			
jcm_246_composition	MgSO4·7H2O	CHEBI:32599	magnesium sulfate	Mg.O4S	5.4		g			json		0							original_only	good	MgSO4·7H2O	MgSO4·7H2O		MgSO4·7H2O					no_hydration	high		100.0	0.0	100.0	54.0			
jcm_246_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	30.0		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	513.347023			
