medium_id	original	mapped	chebi_label	chebi_formula	value	concentration	unit	mmol_l	optional	source	normalized_compound	hydration_number	chebi_match	chebi_id	chebi_original_name	similarity_score	match_confidence	matching_method	mapping_status	mapping_quality	base_compound	base_formula	water_molecules	hydrate_formula	base_chebi_id	base_chebi_label	base_chebi_formula	hydration_state	hydration_parsing_method	hydration_confidence	base_compound_for_mapping	base_molecular_weight	water_molecular_weight	hydrated_molecular_weight	corrected_mmol_l	hydrated_chebi_id	hydrated_chebi_label	hydrate_mapping_source
dsmz_1657_composition	Agar	CHEBI:2509	agar		20.0		g			json		0							original_only	good	Agar	Agar		Agar					no_hydration	high		100.0	0.0	100.0	200.0			
dsmz_1657_composition	CaCl2 x 2 H2O	CHEBI:86158	calcium chloride dihydrate	Ca.2Cl.2H2O	0.02		g			json		2							original_only	good	CaCl2	CaCl2		CaCl2.2H2O	CHEBI:3312				hydrate_pattern	very_high		110.98	36.03	147.01	0.136045			no_match
dsmz_1657_composition	CaSO4 x 2 H2O	CHEBI:32583	calcium sulfate dihydrate	Ca.2H2O.O4S	0.04		g			json		2							original_only	good	CaSO4	CaSO4		CaSO4.2H2O					hydrate_pattern	high		100.0	36.03	136.03	0.294053			no_match
dsmz_1657_composition	Glucose	CHEBI:42758	aldehydo-D-glucose	C6H12O6	1.0		g			json		0							original_only	good	Glucose	Glucose		Glucose					no_hydration	high		100.0	0.0	100.0	10.0			
dsmz_1657_composition	MgSO4 x7 H2O	CHEBI:32599	magnesium sulfate	Mg.O4S	0.02		g			json		7							original_only	good	MgSO4	MgSO4		MgSO4.7H2O	CHEBI:32599				hydrate_pattern	very_high		120.37	126.105	246.475	0.081144	CHEBI:31795	magnesium sulfate heptahydrate	label_match
dsmz_1657_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	0.2		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	3.422313			
dsmz_1657_composition	NaHCO3	CHEBI:32139	sodium hydrogencarbonate	CHO3.Na	0.1		g			json		0							original_only	good	NaHCO3	NaHCO3		NaHCO3					no_hydration	high		100.0	0.0	100.0	1.0			
dsmz_1657_composition	Tryptone	CAS-RN:84843-69-6			0.5		g			json		0							original_only	good	Tryptone	Tryptone		Tryptone					no_hydration	high		100.0	0.0	100.0	5.0			
dsmz_1657_composition	Yeast extract	FOODON:03315426			2.0		g			json		0							original_only	good	Yeast extract	Yeastextract		Yeastextract					no_hydration	high		100.0	0.0	100.0	20.0			
dsmz_1658_composition	Soy peptone	PubChem:167312541			5.0		g			json		0							original_only	good	Soy peptone	Soypeptone		Soypeptone					no_hydration	high		100.0	0.0	100.0	50.0			
dsmz_1659_composition	mg	PubChem:5462224			2.8		g			json		0							original_only	good	mg	mg		mg					no_hydration	high		100.0	0.0	100.0	28.0			
dsmz_1659_composition	mg	PubChem:5462224			2.1		g			json		0							original_only	good	mg	mg		mg					no_hydration	high		100.0	0.0	100.0	21.0			
dsmz_1659_composition	mg	PubChem:5462224			0.75		g			json		0							original_only	good	mg	mg		mg					no_hydration	high		100.0	0.0	100.0	7.5			
dsmz_165_composition	Na2CO3	CHEBI:29377	sodium carbonate	CO3.2Na	0.5		ml			json		0							original_only	good	Na2CO3	Na2CO3		Na2CO3					no_hydration	high		100.0	0.0	100.0	5.0			
dsmz_165_composition	Na2S x 9 H2O	CHEBI:76209	sodium sulfide nonahydrate	9H2O.2Na.S	1.0		ml			json		9							original_only	good	Na2S	Na2S		Na2S.9H2O					hydrate_pattern	high		100.0	162.135	262.135	3.814828			no_match
dsmz_1660_composition	CuSO4 x 5 H2O	CHEBI:31440	copper(II) sulfate pentahydrate	Cu.5H2O.O4S	1.0		g			json		5							original_only	good	CuSO4	CuSO4		CuSO4.5H2O	CHEBI:23414				hydrate_pattern	very_high		159.61	90.075	249.685	4.005046			no_match
dsmz_1660_composition	H3BO3	CHEBI:33118	boric acid	H3BO3	1.0		g			json		0							original_only	good	H3BO3	H3BO3		H3BO3					no_hydration	high		100.0	0.0	100.0	10.0			
dsmz_1660_composition	MnCl2 x 4 H2O	PubChem:30200			1.0		g			json		4							original_only	good	MnCl2	MnCl2		MnCl2.4H2O					hydrate_pattern	high		100.0	72.06	172.06	5.811926			no_match
dsmz_1660_composition	Na2MoO4 x 2 H2O	CHEBI:75215	sodium molybdate (anhydrous)	MoO4.2Na	2.0		M			json		2							original_only	good	Na2MoO4	Na2MoO4		Na2MoO4.2H2O					hydrate_pattern	high		100.0	36.03	136.03	14.702639			no_match
dsmz_1660_composition	Nicotinic acid	CHEBI:15940	nicotinic acid	C6H5NO2	1.0		g			json		0							original_only	good	Nicotinic acid	Nicotinicacid		Nicotinicacid					no_hydration	high		100.0	0.0	100.0	10.0			
dsmz_1660_composition	Pyridoxine HCl	CHEBI:131531	pyridoxamine hydrochloride	C8H12N2O2.HCl	1.0		g			json		0							original_only	good	Pyridoxine HCl	PyridoxineHCl		PyridoxineHCl					no_hydration	high		100.0	0.0	100.0	10.0			
dsmz_1660_composition	Thiamine HCl	CHEBI:49105	thiamine hydrochloride	C12H17N4OS.Cl.HCl	1.0		g			json		0							original_only	good	Thiamine HCl	ThiamineHCl		ThiamineHCl					no_hydration	high		100.0	0.0	100.0	10.0			
dsmz_1660_composition	ZnSO4 x 7 H2O	CHEBI:32312	zinc sulfate heptahydrate	7H2O.O4S.Zn	1.0		g			json		7							original_only	good	ZnSO4	ZnSO4		ZnSO4.7H2O	CHEBI:62984				hydrate_pattern	high		161.47	126.105	287.575	3.477354			no_match
dsmz_1661_composition	MgCl2 x 6 H2O	CHEBI:6636	magnesium dichloride	2Cl.Mg	0.2		g			json		6							original_only	good	MgCl2	MgCl2		MgCl2.6H2O					hydrate_pattern	high		95.21	108.09	203.3	0.983768	CHEBI:86345	magnesium dichloride hexahydrate	label_match
dsmz_1661_composition	Na2CO3	CHEBI:29377	sodium carbonate	CO3.2Na	1.2		g			json		0							original_only	good	Na2CO3	Na2CO3		Na2CO3					no_hydration	high		100.0	0.0	100.0	12.0			
dsmz_1661_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	25.0		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	427.789185			
dsmz_1661_composition	NaHCO3	CHEBI:32139	sodium hydrogencarbonate	CHO3.Na	1.85		g			json		0							original_only	good	NaHCO3	NaHCO3		NaHCO3					no_hydration	high		100.0	0.0	100.0	18.5			
dsmz_1661_composition	Selenite-tungstate solution	ingredient:88			1.0		ml			json		0							original_only	good	Selenite-tungstate solution	Selenite-tungstatesolution		Selenite-tungstatesolution					no_hydration	high		100.0	0.0	100.0	10.0			
dsmz_1661_composition	Yeast extract	FOODON:03315426			2.5		g			json		0							original_only	good	Yeast extract	Yeastextract		Yeastextract					no_hydration	high		100.0	0.0	100.0	25.0			
dsmz_1662_composition	CaCl2 x 2 H2O	CHEBI:86158	calcium chloride dihydrate	Ca.2Cl.2H2O	0.1		g			json		2							original_only	good	CaCl2	CaCl2		CaCl2.2H2O	CHEBI:3312				hydrate_pattern	very_high		110.98	36.03	147.01	0.680226			no_match
dsmz_1662_composition	K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate	HO4P.2K	0.3		g			json		0							original_only	good	K2HPO4	K2HPO4		K2HPO4					no_hydration	high		100.0	0.0	100.0	3.0			
dsmz_1662_composition	KCl	CHEBI:32588	potassium chloride	Cl.K	0.1		g			json		0							original_only	good	KCl	KCl		KCl					no_hydration	high		74.55	0.0	74.55	1.341382			
dsmz_1662_composition	MgCl2 x 6 H2O	CHEBI:6636	magnesium dichloride	2Cl.Mg	0.5		g			json		6							original_only	good	MgCl2	MgCl2		MgCl2.6H2O					hydrate_pattern	high		95.21	108.09	203.3	2.45942	CHEBI:86345	magnesium dichloride hexahydrate	label_match
dsmz_1662_composition	NH4Cl	CHEBI:31206	ammonium chloride	Cl.H4N	0.5		g			json		0							original_only	good	NH4Cl	NH4Cl		NH4Cl					no_hydration	high		53.49	0.0	53.49	9.347542			
dsmz_1662_composition	Na2CO3	CHEBI:29377	sodium carbonate	CO3.2Na	3.0		g			json		0							original_only	good	Na2CO3	Na2CO3		Na2CO3					no_hydration	high		100.0	0.0	100.0	30.0			
dsmz_1662_composition	Na2S x 9 H2O	CHEBI:76209	sodium sulfide nonahydrate	9H2O.2Na.S	0.3		g			json		9							original_only	good	Na2S	Na2S		Na2S.9H2O					hydrate_pattern	high		100.0	162.135	262.135	1.144448			no_match
dsmz_1662_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	5.0		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	85.557837			
dsmz_1663_composition	K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate	HO4P.2K	0.26		g			json		0							original_only	good	K2HPO4	K2HPO4		K2HPO4					no_hydration	high		100.0	0.0	100.0	2.6			
dsmz_1663_composition	Na-DL-lactate	CHEBI:75228			10.0		ml			json		0							original_only	good	Na-DL-lactate	Na-DL-lactate		Na-DL-lactate					no_hydration	high		100.0	0.0	100.0	100.0			
dsmz_1663_composition	Na2SO4	CHEBI:32149	sodium sulfate	2Na.O4S	0.05		g			json		0							original_only	good	Na2SO4	Na2SO4		Na2SO4	CHEBI:32149				no_hydration	high		142.04	0.0	142.04	0.352014			
dsmz_1663_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	3.62		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	61.943874			
dsmz_1663_composition	NaNO3	CHEBI:63005			0.85		g			json		0							original_only	good	NaNO3	NaNO3		NaNO3					no_hydration	high		100.0	0.0	100.0	8.5			
dsmz_1663_composition	Yeast extract	FOODON:03315426			1.12		g			json		0							original_only	good	Yeast extract	Yeastextract		Yeastextract					no_hydration	high		100.0	0.0	100.0	11.2			
dsmz_1665_composition	CaCl2 x 2 H2O	CHEBI:86158	calcium chloride dihydrate	Ca.2Cl.2H2O	0.2		g			json		2							original_only	good	CaCl2	CaCl2		CaCl2.2H2O	CHEBI:3312				hydrate_pattern	very_high		110.98	36.03	147.01	1.360452			no_match
dsmz_1665_composition	FeCl2 x 4 H2O (0.2% w/v in 0.02 N HCl)	CHEBI:86249	iron dichloride tetrahydrate	Cl2Fe.4H2O	1.0		g			json		4							original_only	good	FeCl2	FeCl2		FeCl2.4H2O					hydrate_pattern	high		100.0	72.06	172.06	5.811926			no_match
dsmz_1665_composition	KCl	CHEBI:32588	potassium chloride	Cl.K	0.5		g			json		0							original_only	good	KCl	KCl		KCl					no_hydration	high		74.55	0.0	74.55	6.706908			
dsmz_1665_composition	MgCl2 x 6 H2O	CHEBI:6636	magnesium dichloride	2Cl.Mg	6.0		g			json		6							original_only	good	MgCl2	MgCl2		MgCl2.6H2O					hydrate_pattern	high		95.21	108.09	203.3	29.513035	CHEBI:86345	magnesium dichloride hexahydrate	label_match
dsmz_1665_composition	NH4Cl	CHEBI:31206	ammonium chloride	Cl.H4N	0.3		g			json		0							original_only	good	NH4Cl	NH4Cl		NH4Cl					no_hydration	high		53.49	0.0	53.49	5.608525			
dsmz_1665_composition	Na2SO4	CHEBI:32149	sodium sulfate	2Na.O4S	3.0		g			json		0							original_only	good	Na2SO4	Na2SO4		Na2SO4	CHEBI:32149				no_hydration	high		142.04	0.0	142.04	21.120811			
dsmz_1665_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	20.0		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	342.231348			
dsmz_1665_composition	NaHCO3	CHEBI:32139	sodium hydrogencarbonate	CHO3.Na	2.0		ml			json		0							original_only	good	NaHCO3	NaHCO3		NaHCO3					no_hydration	high		100.0	0.0	100.0	20.0			
dsmz_1666_composition	MES	CHEBI:39010	MES		1.0		g			json		0							original_only	good	MES	MES		MES					no_hydration	high		100.0	0.0	100.0	10.0			
dsmz_1666_composition	MgSO4 x 7H2O	CHEBI:32599	magnesium sulfate	Mg.O4S	0.32		g			json		7							original_only	good	MgSO4	MgSO4		MgSO4.7H2O	CHEBI:32599				hydrate_pattern	very_high		120.37	126.105	246.475	1.298306	CHEBI:31795	magnesium sulfate heptahydrate	label_match
dsmz_1666_composition	NH4Cl	CHEBI:31206	ammonium chloride	Cl.H4N	1.3		g			json		0							original_only	good	NH4Cl	NH4Cl		NH4Cl					no_hydration	high		53.49	0.0	53.49	24.303608			
dsmz_1666_composition	Na2SO4	CHEBI:32149	sodium sulfate	2Na.O4S	0.18		g			json		0							original_only	good	Na2SO4	Na2SO4		Na2SO4	CHEBI:32149				no_hydration	high		142.04	0.0	142.04	1.267249			
dsmz_1666_composition	Yeast extract	FOODON:03315426			0.25		g			json		0							original_only	good	Yeast extract	Yeastextract		Yeastextract					no_hydration	high		100.0	0.0	100.0	2.5			
dsmz_1667_composition	CaCl2 x 2 H2O	CHEBI:86158	calcium chloride dihydrate	Ca.2Cl.2H2O	0.15		g			json		2							original_only	good	CaCl2	CaCl2		CaCl2.2H2O	CHEBI:3312				hydrate_pattern	very_high		110.98	36.03	147.01	1.020339			no_match
dsmz_1667_composition	KCl	CHEBI:32588	potassium chloride	Cl.K	0.5		g			json		0							original_only	good	KCl	KCl		KCl					no_hydration	high		74.55	0.0	74.55	6.706908			
dsmz_1667_composition	MgCl2 x 6 H2O	CHEBI:6636	magnesium dichloride	2Cl.Mg	3.0		g			json		6							original_only	good	MgCl2	MgCl2		MgCl2.6H2O					hydrate_pattern	high		95.21	108.09	203.3	14.756517	CHEBI:86345	magnesium dichloride hexahydrate	label_match
dsmz_1667_composition	NH4Cl	CHEBI:31206	ammonium chloride	Cl.H4N	0.1		g			json		0							original_only	good	NH4Cl	NH4Cl		NH4Cl					no_hydration	high		53.49	0.0	53.49	1.869508			
dsmz_1667_composition	Na2CO3	CHEBI:29377	sodium carbonate	CO3.2Na	0.5		ml			json		0							original_only	good	Na2CO3	Na2CO3		Na2CO3					no_hydration	high		100.0	0.0	100.0	5.0			
dsmz_1667_composition	Na2S x 9 H2O	CHEBI:76209	sodium sulfide nonahydrate	9H2O.2Na.S	1.0		ml			json		9							original_only	good	Na2S	Na2S		Na2S.9H2O					hydrate_pattern	high		100.0	162.135	262.135	3.814828			no_match
dsmz_1667_composition	Na2SO4	CHEBI:32149	sodium sulfate	2Na.O4S	0.02		g			json		0							original_only	good	Na2SO4	Na2SO4		Na2SO4	CHEBI:32149				no_hydration	high		142.04	0.0	142.04	0.140805			
dsmz_1667_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	20.0		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	342.231348			
dsmz_1667_composition	NaNO3	CHEBI:63005			0.7		g			json		0							original_only	good	NaNO3	NaNO3		NaNO3					no_hydration	high		100.0	0.0	100.0	7.0			
dsmz_1667_composition	Yeast extract	FOODON:03315426			1.0		g			json		0							original_only	good	Yeast extract	Yeastextract		Yeastextract					no_hydration	high		100.0	0.0	100.0	10.0			
dsmz_1668_composition	Tryptone	CAS-RN:84843-69-6			0.5		g			json		0							original_only	good	Tryptone	Tryptone		Tryptone					no_hydration	high		100.0	0.0	100.0	5.0			
dsmz_1668_composition	Yeast Extract	FOODON:03315426			0.5		g			json		0							original_only	good	Yeast Extract	YeastExtract		YeastExtract					no_hydration	high		100.0	0.0	100.0	5.0			
dsmz_1669_composition	Cysteine-HCl x H2O	CHEBI:17561	L-cysteine	C3H7NO2S	1.0		mg			json		0							original_only	good	Cysteine-HCl x H2O	Cysteine-HClxH2O		Cysteine-HClxH2O					no_hydration	high		100.0	0.0	100.0	10.0			
dsmz_1669_composition	Glucose	CHEBI:42758	aldehydo-D-glucose	C6H12O6	5.83		g			json		0							original_only	good	Glucose	Glucose		Glucose					no_hydration	high		100.0	0.0	100.0	58.3			
dsmz_1669_composition	K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate	HO4P.2K	0.83		g			json		0							original_only	good	K2HPO4	K2HPO4		K2HPO4					no_hydration	high		100.0	0.0	100.0	8.3			
dsmz_1669_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	1.66		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	28.405202			
dsmz_1669_composition	Peptone mixture	ingredient:156			5.0		g			json		0							original_only	good	Peptone mixture	Peptonemixture		Peptonemixture					no_hydration	high		100.0	0.0	100.0	50.0			
dsmz_1669_composition	Soy peptone	PubChem:167312541			1.0		g			json		0							original_only	good	Soy peptone	Soypeptone		Soypeptone					no_hydration	high		100.0	0.0	100.0	10.0			
dsmz_1669_composition	Tris (hydroxymethyl aminomethane)	CHEBI:9754	tris	C4H11NO3	3.0		g			json		0							original_only	good	Tris (hydroxymethyl aminomethane)	Tris(hydroxymethylaminomethane)		Tris(hydroxymethylaminomethane)					no_hydration	high		100.0	0.0	100.0	30.0			
dsmz_1669_composition	Yeast extract	FOODON:03315426			5.0		g			json		0							original_only	good	Yeast extract	Yeastextract		Yeastextract					no_hydration	high		100.0	0.0	100.0	50.0			
dsmz_166_composition	(NH4)2SO4	CHEBI:62946	ammonium sulfate	2H4N.O4S	1.0		g			json		0							original_only	good	(NH4)2SO4	(NH4)2SO4		(NH4)2SO4					no_hydration	high		100.0	0.0	100.0	10.0			
dsmz_166_composition	Agar	CHEBI:2509	agar		3.4		g			json		0							original_only	good	Agar	Agar		Agar					no_hydration	high		100.0	0.0	100.0	34.0			
dsmz_166_composition	K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate	HO4P.2K	1.55		g			json		0							original_only	good	K2HPO4	K2HPO4		K2HPO4					no_hydration	high		100.0	0.0	100.0	15.5			
dsmz_166_composition	MgSO4 x 7 H2O	CHEBI:32599	magnesium sulfate	Mg.O4S	0.2		g			json		7							original_only	good	MgSO4	MgSO4		MgSO4.7H2O	CHEBI:32599				hydrate_pattern	very_high		120.37	126.105	246.475	0.811441	CHEBI:31795	magnesium sulfate heptahydrate	label_match
dsmz_1671_composition	(NH4)2SO4	CHEBI:62946	ammonium sulfate	2H4N.O4S	0.3		g			json		0							original_only	good	(NH4)2SO4	(NH4)2SO4		(NH4)2SO4					no_hydration	high		100.0	0.0	100.0	3.0			
dsmz_1671_composition	CaCl 2	CHEBI:3312	calcium dichloride	Ca.2Cl	0.2		g			json		0							original_only	good	CaCl 2	CaCl2		CaCl2	CHEBI:3312				no_hydration	high		110.98	0.0	110.98	1.802127			
dsmz_1671_composition	MgCl 2 x 6 H2O	KEGG:C07755			0.045		g			json		6							original_only	good	MgCl 2	MgCl2		MgCl2.6H2O					hydrate_pattern	high		95.21	108.09	203.3	0.221348			no_match
dsmz_1671_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	1.0		ml			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	17.111567			
dsmz_1671_composition	SOLUTION A	ingredient:485			1.0		g			json		0							original_only	good	SOLUTION A	SOLUTIONA		SOLUTIONA					no_hydration	high		100.0	0.0	100.0	10.0			
dsmz_1671_composition	Yeast extract	FOODON:03315426			0.2		g			json		0							original_only	good	Yeast extract	Yeastextract		Yeastextract					no_hydration	high		100.0	0.0	100.0	2.0			
dsmz_1673_composition	CaCl2 x 2 H2O (50 g/l stock solution)	CHEBI:86158	calcium chloride dihydrate	Ca.2Cl.2H2O	5.0		g			json		2							original_only	good	CaCl2	CaCl2		CaCl2.2H2O	CHEBI:3312				hydrate_pattern	very_high		110.98	36.03	147.01	34.011292			no_match
dsmz_1673_composition	Mg(SO4) x 7 H2O (350 g/l stock solution)	CHEBI:87258	monoacylglycerol 18:3	C21H36O4	10.0		g/l			json		7							original_only	good	Mg(SO4)	Mg(SO4)		Mg(SO4).7H2O					hydrate_pattern	high		100.0	126.105	226.105	44.22724			no_match
dsmz_1673_composition	MgCl2 x 6 H2O (200 g/l stock solution)	CHEBI:86345	magnesium dichloride hexahydrate	2Cl.6H2O.Mg	10.0		g/l			json		6							original_only	good	MgCl2	MgCl2		MgCl2.6H2O					hydrate_pattern	high		95.21	108.09	203.3	49.188392			no_match
dsmz_1673_composition	Na3-citrate x 2 H2O (0.6 g/l stock solution)	CHEBI:32142			5.0		g			json		2							original_only	good	Na3-citrate	Na3-citrate		Na3-citrate.2H2O					hydrate_pattern	high		100.0	36.03	136.03	36.756598			no_match
dsmz_1675_composition	CaCl2 x 2 H2O	CHEBI:86158	calcium chloride dihydrate	Ca.2Cl.2H2O	0.33		g			json		2							original_only	good	CaCl2	CaCl2		CaCl2.2H2O	CHEBI:3312				hydrate_pattern	very_high		110.98	36.03	147.01	2.244745			no_match
dsmz_1675_composition	KCl	CHEBI:32588	potassium chloride	Cl.K	0.33		g			json		0							original_only	good	KCl	KCl		KCl					no_hydration	high		74.55	0.0	74.55	4.426559			
dsmz_1675_composition	MgCl2 x 6 H2O	CHEBI:6636	magnesium dichloride	2Cl.Mg	0.33		g			json		6							original_only	good	MgCl2	MgCl2		MgCl2.6H2O					hydrate_pattern	high		95.21	108.09	203.3	1.623217	CHEBI:86345	magnesium dichloride hexahydrate	label_match
dsmz_1675_composition	NH4Cl	CHEBI:31206	ammonium chloride	Cl.H4N	0.33		g			json		0							original_only	good	NH4Cl	NH4Cl		NH4Cl					no_hydration	high		53.49	0.0	53.49	6.169377			
dsmz_1675_composition	Na2S x 9 H2O	CHEBI:76209	sodium sulfide nonahydrate	9H2O.2Na.S	0.5		g			json		9							original_only	good	Na2S	Na2S		Na2S.9H2O					hydrate_pattern	high		100.0	162.135	262.135	1.907414			no_match
dsmz_1675_composition	Na2SO4	CHEBI:32149	sodium sulfate	2Na.O4S	2.8		g			json		0							original_only	good	Na2SO4	Na2SO4		Na2SO4	CHEBI:32149				no_hydration	high		142.04	0.0	142.04	19.712757			
dsmz_1675_composition	Selenite-tungstate solution	ingredient:88			1.0		ml			json		0							original_only	good	Selenite-tungstate solution	Selenite-tungstatesolution		Selenite-tungstatesolution					no_hydration	high		100.0	0.0	100.0	10.0			
dsmz_1677_composition	CaCl2 x 2 H2O (50 g/l stock solution)	CHEBI:86158	calcium chloride dihydrate	Ca.2Cl.2H2O	8.3		ml			json		2							original_only	good	CaCl2	CaCl2		CaCl2.2H2O	CHEBI:3312				hydrate_pattern	very_high		110.98	36.03	147.01	56.458744			no_match
dsmz_1677_composition	H3BO3	CHEBI:33118	boric acid	H3BO3	10.0		g			json		0							original_only	good	H3BO3	H3BO3		H3BO3					no_hydration	high		100.0	0.0	100.0	100.0			
dsmz_1677_composition	Mg(SO4) x 7 H2O (350 g/l stock solution)	CHEBI:87258	monoacylglycerol 18:3	C21H36O4	3.3		g			json		7							original_only	good	Mg(SO4)	Mg(SO4)		Mg(SO4).7H2O					hydrate_pattern	high		100.0	126.105	226.105	14.594989			no_match
dsmz_1677_composition	MgCl2 x 6 H2O (200 g/l stock solution)	CHEBI:86345	magnesium dichloride hexahydrate	2Cl.6H2O.Mg	3.3		g			json		6							original_only	good	MgCl2	MgCl2		MgCl2.6H2O					hydrate_pattern	high		95.21	108.09	203.3	16.232169			no_match
dsmz_1677_composition	MnCl2 x 4 H2O	PubChem:30200			10.0		g			json		4							original_only	good	MnCl2	MnCl2		MnCl2.4H2O					hydrate_pattern	high		100.0	72.06	172.06	58.119261			no_match
dsmz_1677_composition	Na3-citrate x 2 H2O (0.6 g/l stock solution)	CHEBI:32142			8.3		ml			json		2							original_only	good	Na3-citrate	Na3-citrate		Na3-citrate.2H2O					hydrate_pattern	high		100.0	36.03	136.03	61.015952			no_match
dsmz_1677_composition	ZnSO4 x 7 H2O	CHEBI:32312	zinc sulfate heptahydrate	7H2O.O4S.Zn	0.39		g			json		7							original_only	good	ZnSO4	ZnSO4		ZnSO4.7H2O	CHEBI:62984				hydrate_pattern	high		161.47	126.105	287.575	1.356168			no_match
dsmz_1678_composition	KCl	CHEBI:32588	potassium chloride	Cl.K	3.3		g			json		0							original_only	good	KCl	KCl		KCl					no_hydration	high		74.55	0.0	74.55	44.265594			
dsmz_1678_composition	Mg(SO4) x 7H2O	CHEBI:87258	monoacylglycerol 18:3	C21H36O4	3.3		g			json		7							original_only	good	Mg(SO4)	Mg(SO4)		Mg(SO4).7H2O					hydrate_pattern	high		100.0	126.105	226.105	14.594989			no_match
dsmz_1678_composition	MgCl2 x 6H2O	CHEBI:6636	magnesium dichloride	2Cl.Mg	3.3		g			json		6							original_only	good	MgCl2	MgCl2		MgCl2.6H2O					hydrate_pattern	high		95.21	108.09	203.3	16.232169	CHEBI:86345	magnesium dichloride hexahydrate	label_match
dsmz_1678_composition	Na3‐citrate x 2H2O	CHEBI:32142			8.3		g			json		2							original_only	good	Na3‐citrate	Na3‐citrate		Na3‐citrate.2H2O					hydrate_pattern	high		100.0	36.03	136.03	61.015952			no_match
dsmz_1678_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	33.3		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	569.815195			
dsmz_1681_composition	K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate	HO4P.2K	4.0		g			json		0							original_only	good	K2HPO4	K2HPO4		K2HPO4					no_hydration	high		100.0	0.0	100.0	40.0			
dsmz_1681_composition	MgCl2 x 6 H2O	CHEBI:6636	magnesium dichloride	2Cl.Mg	890.0		ml			json		6							original_only	good	MgCl2	MgCl2		MgCl2.6H2O					hydrate_pattern	high		95.21	108.09	203.3	4377.766847	CHEBI:86345	magnesium dichloride hexahydrate	label_match
dsmz_1681_composition	NH4Cl	CHEBI:31206	ammonium chloride	Cl.H4N	5.0		g			json		0							original_only	good	NH4Cl	NH4Cl		NH4Cl					no_hydration	high		53.49	0.0	53.49	93.475416			
dsmz_1681_composition	NaHCO3	CHEBI:32139	sodium hydrogencarbonate	CHO3.Na	1.0		g			json		0							original_only	good	NaHCO3	NaHCO3		NaHCO3					no_hydration	high		100.0	0.0	100.0	10.0			
dsmz_1681_composition	Polypeptone	FOODON:03302071			1.0		ml			json		0							original_only	good	Polypeptone	Polypeptone		Polypeptone					no_hydration	high		100.0	0.0	100.0	10.0			
dsmz_1681_composition	Solution A	ingredient:485			50.0		ml			json		0							original_only	good	Solution A	SolutionA		SolutionA					no_hydration	high		100.0	0.0	100.0	500.0			
dsmz_1681_composition	Solution A	ingredient:485			10.0		g			json		0							original_only	good	Solution A	SolutionA		SolutionA					no_hydration	high		100.0	0.0	100.0	100.0			
dsmz_1681_composition	Yeast extract	FOODON:03315426			10.0		ml			json		0							original_only	good	Yeast extract	Yeastextract		Yeastextract					no_hydration	high		100.0	0.0	100.0	100.0			
dsmz_1682_composition	Glucose	CHEBI:42758	aldehydo-D-glucose	C6H12O6	2.0		g			json		0							original_only	good	Glucose	Glucose		Glucose					no_hydration	high		100.0	0.0	100.0	20.0			
dsmz_1682_composition	Yeast Nitrogen Base	ingredient:1507			6.7		g			json		0							original_only	good	Yeast Nitrogen Base	YeastNitrogenBase		YeastNitrogenBase					no_hydration	high		100.0	0.0	100.0	67.0			
dsmz_1682_composition	Yeast extract	FOODON:03315426			0.2		g			json		0							original_only	good	Yeast extract	Yeastextract		Yeastextract					no_hydration	high		100.0	0.0	100.0	2.0			
dsmz_1683_composition	Sodium pyruvate	CHEBI:50144	sodium pyruvate	C3H3O3.Na	829.0		ml			json		0							original_only	good	Sodium pyruvate	Sodiumpyruvate		Sodiumpyruvate					no_hydration	high		100.0	0.0	100.0	8290.0			
